주차장이름,주차면수,경도,위도,전일가격,법정동코드
565-5 노상주차장,1,127.08173,37.571016,40000,10100
동진빌라앞노상주차장,1,127.082667,37.570728,40000,10100
동진빌라앞노상주차장,1,127.082648,37.570831,40000,10100
중앙태권도앞노상주차장,1,127.082648,37.570655,40000,10100
572-2 거주자우선주차장,1,127.082602,37.570259,40000,10100
동방프라자앞노상주차장,1,127.080901,37.570626,40000,10100
580-7 노상주차장,1,127.080861,37.571243,40000,10100
582-7 노상주차장,1,127.080895,37.571352,40000,10100
584-7 노상주차장,1,127.080654,37.570574,40000,10100
613-8 거주자우선주차장,1,127.0744852,37.5599187,40000,10100
613-8 거주자우선주차장,1,127.074501,37.559912,40000,10100
618-5 노상주차장,1,127.077159,37.56062,40000,10100
625-2 거주자우선주차장,1,127.075335,37.560636,40000,10100
경도빌딩,3,127.076195,37.560236,40000,10100
634-2 거주자우선주차장,1,127.0750225,37.5600568,40000,10100
634-2 거주자우선주차장,1,127.07505,37.56008,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.079253,37.559603,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.079086,37.559233,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.079365,37.559749,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.078986,37.559082,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.079031,37.559184,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.079203,37.559441,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.079322,37.559666,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.079333,37.559705,40000,10100
한국천주교중앙협의외앞노상주차장,1,127.079377,37.559821,40000,10100
646-23 거주자우선주차장,1,127.07977,37.558977,40000,10100
646-23 노상주차장,1,127.07999,37.559508,40000,10100
646-24 노상주차장,1,127.080042,37.559594,40000,10100
646-23 거주자우선주차장,1,127.079826,37.559132,40000,10100
683 노상주차장,1,127.079567,37.568207,40000,10100
683 노상주차장,1,127.079649,37.568317,40000,10100
1-6 노상주차장,1,127.071759,37.544449,40000,10700
1-6 노상주차장,1,127.071855,37.544553,40000,10700
1-24 노상주차장,1,127.072002,37.544926,40000,10700
1-2 노상주차장,1,127.071892,37.544639,40000,10700
1-26 노상주차장,1,127.071938,37.544739,40000,10700
1-22 노상주차장,1,127.072081,37.545046,40000,10700
스타시티 영존,10,127.071389,37.5406424,40000,10700
8-36 노상주차장,1,127.069571,37.54175,40000,10700
8-36 거주자우선주차장,1,127.069471,37.541517,40000,10700
8-36 노상주차장,1,127.069571,37.54175,40000,10700
8-36 거주자우선주차장,1,127.069471,37.541517,40000,10700
8-36 거주자우선주차장,1,127.069471,37.541517,40000,10700
10-1 거주자우선주차장,1,127.070299,37.543172,40000,10700
10-1 거주자우선주차장,1,127.070206,37.543595,40000,10700
10-1 거주자우선주차장,1,127.069941,37.543867,40000,10700
10-1 거주자우선주차장,1,127.070012,37.543817,40000,10700
10-7 거주자우선주차장,1,127.070126,37.542839,40000,10700
10-1 거주자우선주차장,1,127.070372,37.543423,40000,10700
10-1 거주자우선주차장,1,127.070299,37.543172,40000,10700
10-1 거주자우선주차장,1,127.070299,37.543172,40000,10700
10-1 거주자우선주차장,1,127.070244,37.543575,40000,10700
10-1 거주자우선주차장,1,127.070372,37.543423,40000,10700
10-1 거주자우선주차장,1,127.070052,37.543757,40000,10700
10-1 거주자우선주차장,1,127.070206,37.543595,40000,10700
16-35 노상주차장,1,127.069842,37.545087,40000,10700
16-93 노상주차장,1,127.069553,37.544947,40000,10700
16-81 노상주차장,1,127.069443,37.544867,40000,10700
24-4 거주자우선주차장,1,127.067355,37.546537,40000,10700
24-4 노상주차장,1,127.067281,37.546428,40000,10700
31-25 노상주차장,1,127.06792,37.544967,40000,10700
31-25 노상주차장,1,127.067626,37.545049,40000,10700
31-25 노상주차장,1,127.067936,37.545898,40000,10700
31-16 노상주차장,1,127.06713,37.546112,40000,10700
31-24 거주자우선주차장,1,127.068385,37.545605,40000,10700
31-25 노상주차장,1,127.068025,37.545954,40000,10700
31-50 거주자우선주차장,1,127.066871,37.545647,40000,10700
31-35 노상주차장,1,127.067004,37.545818,40000,10700
32-12 거주자우선주차장,1,127.067745,37.546307,40000,10700
32-12 노상주차장,1,127.068291,37.545672,40000,10700
32-12 거주자우선주차장,1,127.067758,37.546495,40000,10700
32-12 거주자우선주차장,1,127.067745,37.546256,40000,10700
32-12 거주자우선주차장,1,127.067667,37.546541,40000,10700
32-12 거주자우선주차장,1,127.067783,37.546267,40000,10700
32-12 거주자우선주차장,1,127.067561,37.546488,40000,10700
32-12 거주자우선주차장,1,127.067819,37.546485,40000,10700
32-12 거주자우선주차장,1,127.067609,37.54657,40000,10700
32-12 거주자우선주차장,1,127.067693,37.546556,40000,10700
32-12 거주자우선주차장,1,127.067592,37.546451,40000,10700
32-12 거주자우선주차장,1,127.067696,37.546347,40000,10700
32-12 노상주차장,1,127.068214,37.545739,40000,10700
32-12 거주자우선주차장,1,127.067637,37.546392,40000,10700
33-47 노상주차장,1,127.067608,37.545004,40000,10700
33-37 노상주차장,1,127.067933,37.544923,40000,10700
33-47 노상주차장,1,127.067923,37.54492,40000,10700
35-47 거주자우선주차장,1,127.06876,37.543979,40000,10700
35-2 노상주차장,1,127.068698,37.543928,40000,10700
35-66 노상주차장,1,127.068918,37.544329,40000,10700
35-2 거주자우선주차장,1,127.068759,37.544066,40000,10700
35-21 노상주차장,1,127.067694,37.543721,40000,10700
35-22 노상주차장,1,127.067639,37.543656,40000,10700
35-23 노상주차장,1,127.067661,37.543659,40000,10700
35-53 거주자우선주차장,1,127.068102,37.54453,40000,10700
35-27 거주자우선주차장,1,127.068403,37.543379,40000,10700
36-84 노상주차장,1,127.068124,37.544607,40000,10700
36-41 노상주차장,1,127.06736,37.544865,40000,10700
36-72 노상주차장,1,127.067823,37.543948,40000,10700
36-72 노상주차장,1,127.067955,37.544274,40000,10700
36-72 노상주차장,1,127.067857,37.54407,40000,10700
36-72 노상주차장,1,127.067851,37.544026,40000,10700
36-72 노상주차장,1,127.067765,37.543878,40000,10700
36-16 노상주차장,1,127.068099,37.544465,40000,10700
37-29 노상주차장,1,127.06688,37.545227,40000,10700
37-11 거주자우선주차장,1,127.066983,37.544181,40000,10700
37-29 거주자우선주차장,1,127.066941,37.545239,40000,10700
37-9 거주자우선주차장,1,127.067048,37.544255,40000,10700
44-86 노상주차장,1,127.06613,37.542563,40000,10700
44-15 노상주차장,1,127.06637,37.542983,40000,10700
44-37 노상주차장,1,127.065681,37.543075,40000,10700
44-86 노상주차장,1,127.066166,37.542577,40000,10700
44-71 노상주차장,1,127.06651,37.543187,40000,10700
44-89 노상주차장,1,127.065996,37.542303,40000,10700
45-3 노상주차장,1,127.067011,37.542506,40000,10700
45-14 노상주차장,1,127.066621,37.543414,40000,10700
45-87 노상주차장,1,127.066544,37.543293,40000,10700
45-58 노상주차장,1,127.067095,37.542521,40000,10700
45-3 노상주차장,1,127.067059,37.542551,40000,10700
45-15 노상주차장,1,127.066673,37.543553,40000,10700
46-17 노상주차장,1,127.067124,37.542714,40000,10700
46-17 노상주차장,1,127.067094,37.542664,40000,10700
47-22 노상주차장,1,127.068067,37.542722,40000,10700
47-22 노상주차장,1,127.068021,37.542628,40000,10700
47-22 노상주차장,1,127.068021,37.542628,40000,10700
47-22 노상주차장,1,127.068071,37.542704,40000,10700
49-21 노상주차장,1,127.065314,37.542337,40000,10700
49-21 노상주차장,1,127.065173,37.542381,40000,10700
49-21 노상주차장,1,127.065272,37.54235,40000,10700
49-21 노상주차장,1,127.065492,37.542258,40000,10700
49-21 노상주차장,1,127.065446,37.542285,40000,10700
49-21 노상주차장,1,127.065355,37.542326,40000,10700
49-21 노상주차장,1,127.065395,37.542295,40000,10700
49-21 노상주차장,1,127.065476,37.542307,40000,10700
51-3 노상주차장,1,127.07251,37.545059,40000,10700
51-3 노상주차장,1,127.072448,37.545009,40000,10700
53-2 거주자우선주차장,1,127.071984,37.545154,40000,10700
53-2 노상주차장,1,127.072045,37.545135,40000,10700
58-13 노상주차장,1,127.071817,37.545216,40000,10700
58-10 노상주차장,1,127.071881,37.545184,40000,10700
60-2 노상주차장,1,127.071466,37.545087,40000,10700
60-2 노상주차장,1,127.071286,37.544999,40000,10700
93-3 노상주차장,1,127.0758,37.5452,40000,10700
110-11 노상주차장,1,127.071534,37.546388,40000,10700
110-410 노상주차장,1,127.07152,37.546716,40000,10700
110-11 노상주차장,1,127.07158,37.546308,40000,10700
111-139 노상주차장,1,127.072122,37.546503,40000,10700
111-121 노상주차장,1,127.073217,37.54597,40000,10700
111-139 노상주차장,1,127.072023,37.546501,40000,10700
111-139 노상주차장,1,127.071817,37.546716,40000,10700
111-139 노상주차장,1,127.071997,37.546607,40000,10700
111-139 노상주차장,1,127.072026,37.546559,40000,10700
111-139 노상주차장,1,127.071802,37.54666,40000,10700
111-136 노상주차장,1,127.07242,37.546434,40000,10700
111-139 노상주차장,1,127.07192,37.54666,40000,10700
122 노상주차장,1,127.071538,37.546646,40000,10700
122 거주자우선주차장,1,127.071269,37.546729,40000,10700
122 노상주차장,1,127.071556,37.546463,40000,10700
122 노상주차장,1,127.071316,37.546751,40000,10700
122 노상주차장,1,127.071519,37.546583,40000,10700
122 노상주차장,1,127.071538,37.546491,40000,10700
122 거주자우선주차장,1,127.071169,37.546755,40000,10700
122 거주자우선주차장,1,127.071091,37.546753,40000,10700
122 거주자우선주차장,1,127.071244,37.546734,40000,10700
122 노상주차장,1,127.071498,37.546621,40000,10700
132-12 노상주차장,1,127.071445,37.546742,40000,10700
132-27 노상주차장,1,127.071029,37.546741,40000,10700
132-27 노상주차장,1,127.070815,37.546764,40000,10700
132-27 노상주차장,1,127.070979,37.546727,40000,10700
234 노상주차장,1,127.066288,37.544604,40000,10700
234 노상주차장,1,127.066159,37.544438,40000,10700
234 노상주차장,1,127.066231,37.54453,40000,10700
234 노상주차장,1,127.066271,37.544627,40000,10700
234 노상주차장,1,127.0661,37.544401,40000,10700
234 노상주차장,1,127.066124,37.544329,40000,10700
234 노상주차장,1,127.066039,37.544146,40000,10700
234 노상주차장,1,127.067516,37.541583,40000,10700
234 노상주차장,1,127.066316,37.544742,40000,10700
234 노상주차장,1,127.06607,37.544233,40000,10700
234 노상주차장,1,127.066316,37.544599,40000,10700
500-14 노상주차장,1,127.074309,37.545381,40000,10700
500-14 노상주차장,1,127.074578,37.545301,40000,10700
500-14 노상주차장,1,127.074906,37.545238,40000,10700
500-14 노상주차장,1,127.074242,37.545412,40000,10700
500-14 노상주차장,1,127.074375,37.545374,40000,10700
500-14 노상주차장,1,127.074446,37.545333,40000,10700
500-14 노상주차장,1,127.074528,37.545322,40000,10700
526-34 거주자우선주차장,1,127.075122,37.538909,40000,10700
526-34 거주자우선주차장,1,127.0751726,37.5392527,40000,10700
526-34 거주자우선주차장,1,127.0751511,37.5392156,40000,10700
526-34 거주자우선주차장,1,127.0751371,37.5391527,40000,10700
526-34 거주자우선주차장,1,127.0751513,37.5391107,40000,10700
526-34 거주자우선주차장,1,127.0751326,37.5390468,40000,10700
526-34 거주자우선주차장,1,127.0751264,37.539,40000,10700
526-34 거주자우선주차장,1,127.0751207,37.538948,40000,10700
526-34 거주자우선주차장,1,127.075122,37.538909,40000,10700
