주차장이름(pl_nm),일반-1일(전일)(pl_allday_pass_amt),계획주차면수(pl_num_space_planned),법정동코드(bemd_code),경도(logitude),위도(latitude)
구의로11길 022-00 주차장,0,1.0,10300,127.089137,37.543654
아너스빌 주차장,0,10.0,10300,127.089039,37.543501
구의로11길 024-00 주차장,0,5.0,10300,127.088973,37.543664
해피하우스 주차장,0,7.0,10300,127.090015,37.543286
구의로11길 031-00 주차장,0,3.0,10300,127.088569,37.543584
구의로11길 031-01 주차장,0,1.0,10300,127.088584,37.543505
힐링파크 주차장,0,4.0,10300,127.088562,37.543715
구의로11길 033-00 주차장,0,4.0,10300,127.088458,37.543561
구의로11길 034-00 주차장,0,2.0,10300,127.088448,37.543723
시선A 주차장,0,5.0,10300,127.088302,37.543725
드림빌 주차장,0,6.0,10300,127.088197,37.542203
구의로9길 015-05 주차장,0,4.0,10300,127.088172,37.542072
구의로9길 017-00 주차장,0,5.0,10300,127.088029,37.542217
온집 주차장,0,3.0,10300,127.088075,37.542365
구의로9길 020-00 주차장,0,3.0,10300,127.08795,37.542395
구의로9길 021-00 주차장,0,4.0,10300,127.087921,37.542257
구의로9길 021-05 주차장,0,4.0,10300,127.087893,37.54213
구의로9길 022-00 주차장,0,3.0,10300,127.087785,37.542417
구의로9길 004-00 주차장,0,4.0,10300,127.088797,37.542249
구의 향기빌 주차장,0,18.0,10300,127.088629,37.542132
솔렌시아2 주차장,0,12.0,10300,127.08467,37.542938
자양로 172-06 주차장,0,8.0,10300,127.084821,37.542758
동서화운트빌 주차장,0,6.0,10300,127.085039,37.543293
샤인빌 주차장,0,8.0,10300,127.084995,37.543176
제이드빌 주차장,0,12.0,10300,127.084862,37.542916
자양로 178-28 주차장,0,2.0,10300,127.085221,37.543244
자양로 178-07 주차장,0,9.0,10300,127.085116,37.54345
자양로 178-09 주차장,0,9.0,10300,127.08526,37.543417
최상위영수학원 주차장,0,6.0,10300,127.085145,37.544015
사랑채요양원 주차장,0,6.0,10300,127.085285,37.544293
자양로28가길 010-00 주차장,0,3.0,10300,127.085315,37.542631
선앙빌라 주차장,0,2.0,10300,127.085366,37.5428
삼성아트빌 주차장,0,3.0,10300,127.085248,37.542973
자양로28가길 018-00 주차장,0,4.0,10300,127.08548,37.543018
호근하우스 주차장,0,4.0,10300,127.085502,37.543109
삼성아트빌 주차장,0,6.0,10300,127.085347,37.543209
더프라임 주차장,0,6.0,10300,127.085683,37.543182
자양로28가길 027-00 주차장,0,4.0,10300,127.085438,37.543497
미래아트빌 주차장,0,6.0,10300,127.084908,37.542564
힐링타운 주차장,0,7.0,10300,127.085202,37.542369
홍은빌 주차장,0,3.0,10300,127.085469,37.542453
자양로28길 019-00 주차장,0,8.0,10300,127.08538,37.542324
자양로28길 059-00 주차장,0,3.0,10300,127.087577,37.541777
황금빌 주차장,0,4.0,10300,127.087716,37.541768
힐하우스 주차장,0,13.0,10300,127.087865,37.541767
자양로28길 067-06 주차장,0,4.0,10300,127.088112,37.541865
자양로28길 073-00 주차장,0,5.0,10300,127.088401,37.541707
자양로 146-10 주차장,0,3.0,10300,127.084071,37.540573
화이트빌 주차장,0,12.0,10300,127.092937,37.540349
리오 주택 주차장,0,4.0,10300,127.093049,37.540128
광나루로52길 052-00 주차장,0,9.0,10300,127.092866,37.540278
서원리버타운 주차장,0,8.0,10300,127.092667,37.53988
광나루로52길 062-00 주차장,0,5.0,10300,127.092398,37.539955
광나루로52길 063-00 주차장,0,3.0,10300,127.092505,37.539794
광나루로52길 063-01 주차장,0,2.0,10300,127.092347,37.539697
삼원펠릭스 주차장,0,21.0,10300,127.092145,37.540166
광나루로52길 064-06 주차장,0,4.0,10300,127.092407,37.540107
J-VILL 주차장,0,4.0,10300,127.092229,37.539636
새음캐슬 주차장,0,13.0,10300,127.091961,37.539696
광나루로52길 076-00 주차장,0,4.0,10300,127.09177,37.539593
세븐 주차장,0,8.0,10300,127.08947,37.538743
율곡고시원 주차장,0,3.0,10300,127.089555,37.539107
구의로 018-00 주차장,0,1.0,10300,127.089613,37.539533
구의로 018-03 주차장,0,2.0,10300,127.08975,37.53951
원광주택 주차장,0,4.0,10300,127.089792,37.539388
구의리더스빌 주차장,0,4.0,10300,127.089663,37.539804
형지 드림하우스 주차장,0,3.0,10300,127.089799,37.539784
구의로 020-04 주차장,0,3.0,10300,127.089769,37.539618
신우빌 주차장,0,8.0,10300,127.090003,37.539734
동영빌딩 주차장,0,25.0,10300,127.089824,37.54036
구의로 034-00 주차장,0,6.0,10300,127.089952,37.540929
구의로 036-00 주차장,0,4.0,10300,127.089977,37.541042
국일전기 주차장,0,4.0,10300,127.090006,37.541151
구의 오크빌 주차장,0,5.0,10300,127.090032,37.541268
조앤하우스 주차장,0,8.0,10300,127.090066,37.541406
구의로 046-00 주차장,0,3.0,10300,127.090154,37.54193
즐거운우리집 주차장,0,4.0,10300,127.090273,37.542026
신덕하이빌아파트 주차장,0,15.0,10300,127.090359,37.542436
신덕하이빌타워 주차장,0,7.0,10300,127.090395,37.542583
신호빌딩 주차장,0,8.0,10300,127.089405,37.538522
구의로 064-00 주차장,0,5.0,10300,127.090558,37.543598
구의로4길 007-07 주차장,0,6.0,10300,127.090032,37.540491
구의로10길 012-00 주차장,0,3.0,10300,127.090679,37.54207
구의로10길 014-00 주차장,0,4.0,10300,127.090808,37.542048
구의로10길 016-00 주차장,0,3.0,10300,127.090965,37.542024
해인빌라 주차장,0,8.0,10300,127.09038,37.542122
삼성베스트빌 주차장,0,13.0,10300,127.090517,37.542096
구의에스하임3 주차장,0,11.0,10300,127.090815,37.543304
구의로12길 022-00 주차장,0,3.0,10300,127.091038,37.543449
헤렌하우스 주차장,0,9.0,10300,127.090683,37.543318
덕원빌라 주차장,0,5.0,10300,127.090627,37.543067
삼성아트빌 주차장,0,6.0,10300,127.090941,37.543724
씨에스빌 주차장,0,5.0,10300,127.091742,37.543567
루디아빌 주차장,0,7.0,10300,127.09186,37.543518
구의로16길 027-01 주차장,0,3.0,10300,127.092146,37.54367
구의로16길 030-00 주차장,0,4.0,10300,127.092022,37.543432
조일리더스빌 주차장,0,16.0,10300,127.092207,37.543366
그린하우스 주차장,0,12.0,10300,127.092939,37.543158
풍미트윈빌 A동 주차장,0,8.0,10300,127.093426,37.542718
그레이스홈타운 주차장,0,16.0,10300,127.093122,37.542558
그레이스홈타운 주차장,0,14.0,10300,127.092893,37.542358
늘푸르른날 주차장,0,5.0,10300,127.094198,37.541914
구의로16길 085-00 주차장,0,3.0,10300,127.094265,37.54183
구의로16길 088-03 주차장,0,1.0,10300,127.094159,37.541403
구의로16길 088-04 주차장,0,5.0,10300,127.094039,37.541501
구의로16길 089-00 주차장,0,2.0,10300,127.094399,37.541713
구의로4길 011-00 주차장,0,3.0,10300,127.090275,37.540122
현대타운2 주차장,0,1.0,10300,127.090343,37.539873
구의로4길 013-00 주차장,0,2.0,10300,127.09044,37.540092
구의로4길 015-00 주차장,0,2.0,10300,127.090559,37.54008
구의로4길 002-00 주차장,0,4.0,10300,127.089748,37.540025
구의로4길 027-08 주차장,0,1.0,10300,127.091298,37.540579
동서울빌라 주차장,0,1.0,10300,127.091386,37.540423
구의로4길 044-06 주차장,0,2.0,10300,127.091873,37.540269
구의로4길 061-03 주차장,0,2.0,10300,127.09254,37.5412
플러스빌 주차장,0,6.0,10300,127.09324,37.54076
구의로4길 069-04 주차장,0,2.0,10300,127.092967,37.541429
오아시스빌 주차장,0,7.0,10300,127.092718,37.541459
MK 주택 주차장,0,6.0,10300,127.090263,37.540622
구의로4길 007-20 주차장,0,2.0,10300,127.090328,37.540948
구의로4길 007-24 주차장,0,2.0,10300,127.090373,37.541128
구의로4길 007-27 주차장,0,4.0,10300,127.090204,37.541279
현대타운 주차장,0,5.0,10300,127.089965,37.540209
구의로4길 007-05 주차장,0,6.0,10300,127.09,37.540358
스카이빌 주차장,0,8.0,10300,127.090191,37.540328
구의로4길 007-08 주차장,0,5.0,10300,127.090222,37.540464
구의로4길 008-00 주차장,0,4.0,10300,127.090006,37.539986
구의로6길 012-09 주차장,0,3.0,10300,127.090679,37.541074
청정 홈타운 주차장,0,4.0,10300,127.090744,37.541394
스토리하우스 주차장,0,6.0,10300,127.090879,37.541554
구의로6길 022-00 주차장,0,8.0,10300,127.09121,37.541355
구의로6길 024-14 주차장,0,2.0,10300,127.091147,37.540838
알펜시아7차 주차장,0,4.0,10300,127.090952,37.542032
구의로6길 024-05 주차장,0,7.0,10300,127.091464,37.541135
극동하이빌 주차장,0,9.0,10900,127.074069,37.554578
세종초등학교 주차장,0,194.0,10900,127.072747,37.55354
군자로 100-02 주차장,0,31.0,10900,127.071878,37.551669
서원아파트 주차장,0,44.0,10900,127.0719,37.55216
현대아파트 주차장,0,25.0,10900,127.072119,37.551971
동일흥업주식회사 주차장,0,25.0,10900,127.07109,37.549399
서울장안초등학교 주차장,0,45.0,10900,127.072114,37.549893
군자로 074-01 주차장,0,8.0,10900,127.0713,37.549842
송정오피스텔 주차장,20000,16.0,10900,127.071069,37.550079
송정교회 주차장,0,17.0,10900,127.07131,37.550195
시립광진노인종합복지관 주차장,0,2.0,10900,127.071523,37.551147
군자로10길 022-12 주차장,0,6.0,10900,127.072095,37.548466
군자로10길 029-08 주차장,0,5.0,10900,127.072084,37.549445
일성파크아파트 주차장,0,362.0,10900,127.072603,37.551353
화양교회 주차장,0,10.0,10900,127.073812,37.548186
세종대학교 주차장,20000,988.0,10900,127.074315,37.550747
광진광장 주차장,0,33.0,10900,127.073321,37.547677
웰메이드 주차장,0,3.0,10900,127.068643,37.548466
광나루로13길 011-00 주차장,0,3.0,10900,127.068553,37.548823
광나루로13길 019-00 주차장,0,4.0,10900,127.068467,37.549143
광나루로13길 024-00 주차장,0,10.0,10900,127.068801,37.549281
세종빌 주차장,0,5.0,10900,127.068614,37.549367
현대모비스 주차장,0,2.0,10900,127.06872,37.549537
광나루로13길 030-00 주차장,0,6.0,10900,127.068939,37.549473
군자위드빌 주차장,0,4.0,10900,127.068968,37.549608
광나루로13길 033-00 주차장,0,2.0,10900,127.068838,37.549763
유호리치빌 주차장,0,11.0,10900,127.068459,37.54876
광나루로13길 004-00 주차장,0,4.0,10900,127.068953,37.548602
애드하우징 주차장,0,11.0,10900,127.068745,37.548579
광나루로13길 008-00 주차장,0,6.0,10900,127.068859,37.548723
광나루로15길 010-00 주차장,0,2.0,10900,127.069624,37.548685
경원리더스홈 주차장,0,7.0,10900,127.069512,37.549293
광나루로15길 024-00 주차장,0,5.0,10900,127.069754,37.549338
광나루로15길 026-00 주차장,0,5.0,10900,127.06972,37.549436
송정빌라 주차장,0,9.0,10900,127.070035,37.550137
태양중공업 주차장,0,6.0,10900,127.070201,37.551034
광나루로15길 007-15 주차장,0,4.0,10900,127.068824,37.54901
광나루로15길 007-16 주차장,0,5.0,10900,127.069337,37.548999
광나루로15길 007-24 주차장,0,5.0,10900,127.069089,37.548928
잡플러스영 주차장,0,6.0,10900,127.06938,37.548697
군자로9길 009-06 주차장,0,2.0,10900,127.070039,37.54898
에피소드 1 주차장,0,28.0,10900,127.068185,37.548752
그린타운 주차장,0,30.0,10900,127.068687,37.549922
동일로 212-00 주차장,0,24.0,10900,127.069069,37.550561
동일로32길 013-07 주차장,0,2.0,10900,127.069154,37.549669
동일로32길 014-06 주차장,0,6.0,10900,127.06887,37.549111
동일로32길 018-00 주차장,0,5.0,10900,127.069156,37.549197
동일로32길 020-00 주차장,0,6.0,10900,127.069289,37.549127
동일로34길 015-00 주차장,0,3.0,10900,127.069483,37.550045
동일로34길 017-00 주차장,0,2.0,10900,127.06958,37.549963
동일로34길 018-00 주차장,0,2.0,10900,127.069547,37.549818
골든빌 주차장,0,9.0,10900,127.070458,37.549394
법성사포교원 주차장,0,5.0,10900,127.069141,37.550203
위드빌 주차장,0,4.0,10900,127.069689,37.550806
동일로36길 022-00 주차장,0,2.0,10900,127.070087,37.551109
위너스빌 주차장,0,3.0,10900,127.069488,37.55101
동일로36길 007-02 주차장,0,3.0,10900,127.069656,37.55098
동일로36길 007-08 주차장,0,4.0,10900,127.069809,37.551239
동일로36길 007-09 주차장,0,9.0,10900,127.06971,37.551393
동일로38길 026-00 주차장,0,9.0,10900,127.07072,37.551028
삼화부동산 주차장,0,4.0,10900,127.070883,37.551001
군자티움아이어린이집 주차장,0,3.0,10900,127.069918,37.551353
답십리로 364-00 주차장,0,1.0,10100,127.080803,37.571518
아띠자인 주차장,0,10.0,10100,127.082478,37.571025
수빌딩 주차장,0,7.0,10100,127.083029,37.571283
답십리로74길 003-00 주차장,0,1.0,10100,127.080705,37.571436
답십리로74길 005-00 주차장,0,1.0,10100,127.080695,37.571361
답십리로74길 007-00 주차장,0,1.0,10100,127.080665,37.57128
답십리로74길 009-00 주차장,0,1.0,10100,127.080597,37.571151
산솔하이츠빌4차 주차장,0,5.0,10100,127.080783,37.571216
답십리로76길 022-01 주차장,0,1.0,10100,127.080563,37.570616
답십리로76길 022-03 주차장,0,1.0,10100,127.080448,37.570626
답십리로76길 005-00 주차장,0,3.0,10100,127.081036,37.571396
답십리로76길 005-04 주차장,0,3.0,10100,127.081134,37.571229
답십리로76길 007-00 주차장,0,2.0,10100,127.080977,37.571235
카페베네주택 주차장,0,6.0,10100,127.081005,37.57112
욜로네일 주차장,0,5.0,10100,127.081164,37.570504
정민빌딩 주차장,0,6.0,10100,127.081437,37.570499
베네치아 빌 주차장,0,8.0,10100,127.081249,37.570017
이루 센트라빌 주차장,0,8.0,10100,127.081494,37.569629
휴먼캐슬 주차장,0,5.0,10100,127.080951,37.569812
답십리로78길 049-00 주차장,0,2.0,10100,127.080928,37.569401
빌라드포레 주차장,0,9.0,10100,127.082409,37.570889
현진에코빌 주차장,0,7.0,10100,127.081592,37.570966
휴먼캐슬 주차장,0,6.0,10100,127.081731,37.570962
럭스빌 주차장,0,8.0,10100,127.081923,37.571087
애플하임 주차장,0,10.0,10100,127.082057,37.570838
답십리로82길 010-00 주차장,0,2.0,10100,127.082642,37.571078
중곡빌딩 주차장,0,3.0,10100,127.082519,37.570389
답십리로82길 026-00 주차장,0,2.0,10100,127.082508,37.570284
답십리로82길 027-00 주차장,0,4.0,10100,127.082696,37.570137
답십리로82길 037-00 주차장,0,3.0,10100,127.082634,37.56976
세환빌 주차장,0,5.0,10100,127.082615,37.569641
대림여관 주차장,0,6.0,10100,127.082399,37.569615
두남 주차장,0,5.0,10100,127.078876,37.567944
미션월드라이브러리 주차장,0,15.0,10100,127.079438,37.568766
월성운수 주차장,0,90.0,10100,127.079834,37.568881
동화오일 주차장,0,4.0,10100,127.079728,37.569325
문모텔 주차장,0,17.0,10100,127.079778,37.569404
동신안전 주차장,0,4.0,10100,127.079734,37.569594
신승빌딩 주차장,0,8.0,10100,127.080155,37.570542
성수교회 주차장,0,13.0,10100,127.080274,37.570821
중곡샛별 어린이집 주차장,0,6.0,10100,127.080297,37.570957
케이티앤지성동지점 주차장,0,48.0,10100,127.080375,37.571312
동일로76가길 001-00 주차장,0,2.0,10100,127.079274,37.567809
동일로76가길 010-00 주차장,0,4.0,10100,127.079677,37.568083
동일로76가길 012-05 주차장,0,1.0,10100,127.079887,37.568116
동일로76가길 012-06 주차장,0,4.0,10100,127.079816,37.56803
동일로76가길 014-00 주차장,0,2.0,10100,127.079758,37.568183
동일로76가길 016-00 주차장,0,1.0,10100,127.079808,37.568277
광덕아파트 주차장,0,62.0,10100,127.079407,37.56844
동일로76가길 018-00 주차장,0,2.0,10100,127.079874,37.568351
동일로76가길 020-00 주차장,0,2.0,10100,127.079904,37.568453
동일로76가길 021-00 주차장,0,2.0,10100,127.079691,37.568647
중곡제3동주민센터 주차장,0,12.0,10100,127.080181,37.568816
동일로76가길 003-00 주차장,0,2.0,10100,127.079336,37.567902
동일로76가길 031-00 주차장,0,3.0,10100,127.079919,37.569054
동일로76가길 032-00 주차장,0,2.0,10100,127.08021,37.568984
동일로76가길 033-00 주차장,0,3.0,10100,127.07995,37.569132
동일로76가길 034-00 주차장,0,3.0,10100,127.080267,37.569068
동일로76가길 035-00 주차장,0,3.0,10100,127.080055,37.569216
동일로76가길 004-00 주차장,0,3.0,10100,127.079509,37.567831
참존숯불갈비 주차장,0,4.0,10100,127.080343,37.569405
동일로76가길 043-00 주차장,0,3.0,10100,127.080106,37.569588
동일로76가길 046-00 주차장,0,4.0,10100,127.080373,37.569549
동일로76가길 048-00 주차장,0,3.0,10100,127.080407,37.569715
동일로76가길 049-00 주차장,0,2.0,10100,127.080184,37.569837
동일로76가길 050-00 주차장,0,3.0,10100,127.08044,37.569838
동일빌 주차장,0,6.0,10100,127.080168,37.56996
동일로76가길 056-01 주차장,0,2.0,10100,127.080496,37.57007
동일로76가길 061-00 주차장,0,8.0,10100,127.080186,37.57035
동일로76가길 007-00 주차장,0,1.0,10100,127.079413,37.56801
동일로76가길 007-01 주차장,0,1.0,10100,127.079397,37.568096
인화빌2 주차장,0,2.0,10100,127.079609,37.568
동일로76가길 009-00 주차장,0,2.0,10100,127.079433,37.56817
동일로76길 017-00 주차장,0,2.0,10100,127.079662,37.567827
동일로76길 023-00 주차장,0,2.0,10100,127.079888,37.567832
동일로76길 025-00 주차장,0,1.0,10100,127.080042,37.567883
동일로76길 025-01 주차장,0,2.0,10100,127.080174,37.567897
동인하이츠 주차장,0,8.0,10100,127.080326,37.567952
동일로76길 033-00 주차장,0,6.0,10100,127.080445,37.567956
동일로76길 033-03 주차장,0,1.0,10100,127.080401,37.568095
동일로76길 033-07 주차장,0,5.0,10100,127.080368,37.568213
동일로76길 033-08 주차장,0,2.0,10100,127.08059,37.568249
삼원빌라 주차장,0,4.0,10100,127.080645,37.567975
샤인빌9차 주차장,0,8.0,10100,127.080788,37.567976
나래빌 주차장,0,8.0,10100,127.080924,37.567985
동일로76길 043-00 주차장,0,6.0,10100,127.081016,37.568011
재윤인테리어 주차장,0,3.0,10100,127.081136,37.568024
칸타빌레피아노 주차장,0,5.0,10100,127.081247,37.568046
동일로76길 049-00 주차장,0,7.0,10100,127.081372,37.568062
한스빌 주차장,0,3.0,10100,127.079012,37.567885
동일로76길 051-00 주차장,0,6.0,10100,127.081485,37.568088
동일로76길 051-12 주차장,0,4.0,10100,127.081125,37.568245
오렌지타운 주차장,0,5.0,10100,127.081004,37.568224
동일로76길 051-16 주차장,0,5.0,10100,127.08088,37.568201
블루밍빌 주차장,0,8.0,10100,127.080735,37.568217
동일로76길 051-22 주차장,0,7.0,10100,127.080617,37.568153
제일쉐르빌 주차장,0,7.0,10100,127.081623,37.5683
동일로76길 051-06 주차장,0,5.0,10100,127.081477,37.568311
중곡동근생및다세대주택 주차장,0,5.0,10100,127.081663,37.568123
동일로76길 057-00 주차장,0,4.0,10100,127.081806,37.568111
동일로76길 057-05 주차장,0,1.0,10100,127.081751,37.568334
구립 중곡하나어린이집 주차장,0,1.0,10100,127.081959,37.568138
동일로76길 061-03 주차장,0,2.0,10100,127.081911,37.568273
동일로76길 061-04 주차장,0,2.0,10100,127.082083,37.56827
동일로76길 007-00 주차장,0,3.0,10100,127.079123,37.567858
수현빌라 주차장,0,6.0,10100,127.079957,37.567962
동일로76나길 034-02 주차장,0,6.0,10100,127.080495,37.568813
메이저빌 주차장,0,4.0,10100,127.080135,37.568004
동일로76나길 008-00 주차장,0,1.0,10100,127.080186,37.568058
동일로78길 010-00 주차장,0,5.0,10100,127.080102,37.569291
동일로78길 016-00 주차장,0,5.0,10100,127.080351,37.56923
동일로78길 020-00 주차장,0,4.0,10100,127.080529,37.569159
와이엔캐슬 주차장,0,9.0,10100,127.08085,37.569256
다드림하우스 주차장,0,3.0,10100,127.080719,37.569087
삼성리치빌 주차장,0,9.0,10100,127.080862,37.568995
동일로78길 027-06 주차장,0,1.0,10100,127.081175,37.569285
동일로78길 029-00 주차장,0,1.0,10100,127.081124,37.569103
지은 아트빌 8차 주차장,0,8.0,10100,127.07991,37.569608
동일로78길 031-00 주차장,0,2.0,10100,127.081248,37.56907
동일로78길 031-03 주차장,0,1.0,10100,127.081296,37.569168
동일로78길 031-04 주차장,0,1.0,10100,127.081406,37.569096
동일로78길 033-00 주차장,0,2.0,10100,127.081378,37.569005
동일로78길 034-00 주차장,0,2.0,10100,127.081231,37.568897
동일로78길 036-00 주차장,0,2.0,10100,127.081356,37.568854
동일로78길 037-00 주차장,0,1.0,10100,127.081493,37.568963
동일로78길 037-03 주차장,0,1.0,10100,127.081523,37.569051
선경도어 주차장,0,3.0,10100,127.081491,37.56879
동일로78길 042-00 주차장,0,2.0,10100,127.081736,37.568704
동일로78길 042-06 주차장,0,1.0,10100,127.081517,37.568605
동일로78길 043-00 주차장,0,6.0,10100,127.081963,37.568834
동일로78길 046-00 주차장,0,2.0,10100,127.08186,37.568628
동일로78길 046-13 주차장,0,1.0,10100,127.0818,37.568459
동일로78길 046-08 주차장,0,2.0,10100,127.081791,37.568549
동일로78길 047-00 주차장,0,2.0,10100,127.082063,37.568783
태진빌라 주차장,0,10.0,10100,127.081941,37.568554
동일로78길 049-00 주차장,0,3.0,10100,127.082174,37.56876
드림빌 주차장,0,9.0,10100,127.082143,37.569055
동일로78길 049-04 주차장,0,5.0,10100,127.082372,37.568844
동일로78길 049-06 주차장,0,2.0,10100,127.082295,37.568901
세종하이츠 주차장,0,6.0,10100,127.082093,37.568559
금성하이츠빌라트 주차장,0,6.0,10100,127.082225,37.568536
동일로78길 054-00 주차장,0,4.0,10100,127.082348,37.568492
동일로78길 055-00 주차장,0,11.0,10100,127.082449,37.568636
동일로78길 056-00 주차장,0,3.0,10100,127.082431,37.568441
한솔쎈트빌 주차장,0,8.0,10100,127.080004,37.5695
사거리수퍼 주차장,0,3.0,10100,127.080144,37.569478
동일로80길 017-00 주차장,0,3.0,10100,127.080859,37.570333
상명교회 주차장,0,11.0,10100,127.081458,37.569928
트리클린 주차장,0,3.0,10100,127.082057,37.569938
동일로80길 042-00 주차장,0,4.0,10100,127.082193,37.569914
동일로80길 044-00 주차장,0,2.0,10100,127.082312,37.569864
동일로80길 005-00 주차장,0,1.0,10100,127.080355,37.570442
동일로80길 007-00 주차장,0,1.0,10100,127.080422,37.570418
면목로 167-01 주차장,0,4.0,10100,127.08225,37.568355
혜원약국 주차장,0,7.0,10100,127.082626,37.568641
면목로 175-00 주차장,0,2.0,10100,127.082709,37.568812
라마모텔 주차장,0,6.0,10100,127.082968,37.56961
면목로 183-05 주차장,0,6.0,10100,127.082755,37.569459
더샵팰리스 주차장,0,10.0,10100,127.082739,37.569611
현쉐르빌 주차장,0,6.0,10100,127.083121,37.570833
대영주택 주차장,0,7.0,10100,127.082564,37.569173
면목로13길 011-00 주차장,0,2.0,10100,127.082413,37.569082
면목로13길 013-00 주차장,0,2.0,10100,127.082371,37.569192
한양센트빌 주차장,0,6.0,10100,127.082266,37.569334
면목로13길 020-00 주차장,0,3.0,10100,127.082356,37.569457
효가 주차장,0,6.0,10100,127.082073,37.569524
스타힐스 주차장,0,18.0,10100,127.081717,37.569638
면목로13길 003-00 주차장,0,3.0,10100,127.082549,37.568761
면목로13길 032-00 주차장,0,3.0,10100,127.082002,37.569757
면목로13길 005-00 주차장,0,1.0,10100,127.08251,37.568891
면목로13길 006-00 주차장,0,3.0,10100,127.082599,37.568974
면목로13길 007-00 주차장,0,3.0,10100,127.082426,37.568969
면목로15길 015-00 주차장,0,3.0,10100,127.082241,37.569171
연성빌 주차장,0,6.0,10100,127.082133,37.569303
창우빌 주차장,0,4.0,10100,127.082127,37.569158
면목로15길 028-00 주차장,0,5.0,10100,127.081661,37.569381
면목로15길 030-02 주차장,0,3.0,10100,127.081561,37.569362
면목로15길 031-00 주차장,0,2.0,10100,127.081664,37.569244
면목로15길 034-00 주차장,0,2.0,10100,127.081549,37.569124
면목로15길 036-00 주차장,0,1.0,10100,127.081682,37.569047
면목로17길 017-00 주차장,0,6.0,10100,127.082308,37.570439
면목로17길 021-00 주차장,0,5.0,10100,127.082064,37.570443
면목로17길 025-00 주차장,0,4.0,10100,127.081802,37.57047
장안빌 주차장,0,8.0,10100,127.081042,37.57051
동방프라자 주차장,0,57.0,10100,127.081061,37.570939
면목로17길 005-14 주차장,0,7.0,10100,127.082803,37.569931
면목로17길 005-06 주차장,0,13.0,10100,127.08285,37.570221
면목로17길 009-00 주차장,0,6.0,10100,127.082736,37.570361
면목로17길 027-00 주차장,0,7.0,10100,127.081644,37.570498
월성운수 주차장,0,34.0,10100,127.079673,37.569167
동일로 424-00 주차장,0,12.0,10100,127.079005,37.568046
중곡해피우리움 주차장,0,5.0,10100,127.080623,37.570115
미가엘하우스 주차장,0,3.0,10100,127.082476,37.569875
타워파크빌 주차장,0,8.0,10100,127.082647,37.570035
능동로 441-00 주차장,0,2.0,10100,127.085369,37.568271
한국중앙교회 주차장,0,84.0,10100,127.085151,37.56854
서윤예가 주차장,0,4.0,10100,127.084506,37.568125
리더스 주차장,0,2.0,10100,127.084397,37.568092
석영빌 주차장,0,5.0,10100,127.084196,37.568038
로마네스크1 주차장,0,6.0,10100,127.084102,37.56802
능동로55길 036-00 주차장,0,1.0,10100,127.083568,37.568067
능동로55길 038-00 주차장,0,3.0,10100,127.083442,37.568084
도원쉐르빌 주차장,0,7.0,10100,127.085159,37.568283
능동로55길 040-06 주차장,0,3.0,10100,127.08344,37.568207
능동로55길 044-10 주차장,0,1.0,10100,127.083102,37.56842
그레이스빌 주차장,0,9.0,10100,127.08297,37.568281
하이원하우스 주차장,0,5.0,10100,127.084249,37.568346
주원그린빌 주차장,0,10.0,10100,127.084243,37.568467
능동로57길 030-10 주차장,0,4.0,10100,127.084096,37.56856
성화빌라 주차장,0,4.0,10100,127.083883,37.568599
능동로57길 030-05 주차장,0,5.0,10100,127.083898,37.568358
능동로57길 030-06 주차장,0,5.0,10100,127.084106,37.568309
능동로57길 030-07 주차장,0,4.0,10100,127.083887,37.568478
창조예가 주차장,0,6.0,10100,127.084106,37.568436
하나인장애인주간보호센터 주차장,0,4.0,10100,127.084941,37.568955
능동로59길 018-00 주차장,0,5.0,10100,127.084781,37.56896
인성하이빌 주차장,0,6.0,10100,127.084642,37.568945
베로니리더스 주차장,0,9.0,10100,127.084436,37.5687
평화 주차장,0,4.0,10100,127.084237,37.568712
중곡빌 주차장,0,6.0,10100,127.083814,37.56871
은하수하우스 주차장,0,5.0,10100,127.083547,37.568284
성우하우스 주차장,0,3.0,10100,127.08355,37.568157
배아누빌 주차장,0,6.0,10100,127.083744,37.568458
현진에코빌 주차장,0,10.0,10100,127.083755,37.568326
엠어페럴 주차장,0,4.0,10100,127.083808,37.571148
레이나 주차장,0,13.0,10100,127.084299,37.570912
21C하우징 주차장,0,4.0,10100,127.085254,37.57091
삼환스타시티 주차장,0,8.0,10100,127.085394,37.570878
답십리로 406-06 주차장,0,2.0,10100,127.085505,37.570662
답십리로 408-00 주차장,0,2.0,10100,127.085693,37.570823
태완아트 주차장,0,6.0,10100,127.085821,37.570771
답십리로84길 011-00 주차장,0,6.0,10100,127.084039,37.570652
필립하우스 주차장,0,4.0,10100,127.083848,37.570717
답십리로84길 013-00 주차장,0,6.0,10100,127.084113,37.570622
답십리로84길 024-00 주차장,0,5.0,10100,127.083733,37.570177
답십리로84길 025-00 주차장,0,4.0,10100,127.083955,37.570117
답십리로84길 026-00 주차장,0,6.0,10100,127.083713,37.570067
푸른빌 주차장,0,8.0,10100,127.083936,37.569666
답십리로84길 044-00 주차장,0,2.0,10100,127.083594,37.569254
답십리로84길 005-00 주차장,0,7.0,10100,127.084133,37.571004
동수빌딩 주차장,0,5.0,10100,127.083526,37.568856
삼화에코빌 주차장,0,8.0,10100,127.083892,37.570995
준하우스빌 주차장,0,6.0,10100,127.084113,37.570877
