일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),주소(지번)(lot_num_address),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),경도(longitude),위도(latitude)
836,5532997,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.102491,37.549802
837,5532998,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.102507,37.549773
838,5533001,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101943,37.550503
839,5533002,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101974,37.550483
840,5533005,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101787,37.55058
841,5533007,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101701,37.550624
842,5533010,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101656,37.550644
843,5533011,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101632,37.550649
844,5533012,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101613,37.550653
845,5533013,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101591,37.550661
846,5533014,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101567,37.550669
847,4810351,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.10237,37.549968
848,5532999,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.102376,37.549951
849,4735300,69-31 노상주차장,11215,10100,서울특별시 광진구 중곡동 69-31,0,0,0,0,0,0,30000,20000,40000,127.092004,37.559254
850,4735302,150-127 노상주차장,11215,10100,서울특별시 광진구 중곡동 150-127,0,0,0,0,0,0,30000,20000,40000,127.086837,37.560437
851,4735310,77-23 노상주차장,11215,10100,서울특별시 광진구 중곡동 77-23,0,0,0,0,0,0,30000,20000,40000,127.089004,37.558837
852,4735316,18-114 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 18-114,0,0,0,0,0,0,30000,20000,40000,127.087936,37.564923
853,4735319,248-28 노상주차장,11215,10100,서울특별시 광진구 중곡동 248-28,0,0,0,0,0,0,30000,20000,40000,127.077185,37.562763
854,4735346,544-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 544-2,0,0,0,0,0,0,30000,20000,40000,127.08451,37.570568
855,4735938,76-57 노상주차장,11215,10100,서울특별시 광진구 중곡동 76-57 면학빌딩,0,0,0,0,0,0,30000,20000,40000,127.091437,37.558582
856,4735939,58-15 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 58-15 대순종단천안방면중앙연락소,0,0,0,0,0,0,30000,20000,40000,127.087898,37.560392
857,4735952,72-11 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-11,0,0,0,0,0,0,30000,20000,40000,127.09565,37.560836
858,4735953,70-16 노상주차장,11215,10100,서울특별시 광진구 중곡동 70-16,0,0,0,0,0,0,30000,20000,40000,127.093232,37.5589
859,4735963,340-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 340-2,5,200,0,0,0,0,100000,0,0,127.083528,37.561609
860,4736644,62-58 노상주차장,11215,10100,서울특별시 광진구 중곡동 62-58,0,0,0,0,0,0,30000,20000,40000,127.088656,37.558909
861,4736659,234-15 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 234-15,0,0,0,0,0,0,30000,20000,40000,127.078721,37.565676
862,4736681,중곡복개천공영주차장B,11215,10100,서울특별시 광진구 중곡동 150-214 우석빌라,5,200,0,0,0,0,100000,0,0,127.086438,37.559982
863,4737187,106-22 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-22,0,0,0,0,0,0,30000,20000,40000,127.093675,37.556314
864,4737271,107-18 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-18,0,0,0,0,0,0,30000,20000,40000,127.09363,37.556551
865,4737277,74-45 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-45,0,0,0,0,0,0,30000,20000,40000,127.094412,37.559455
866,4737282,195-1 노상주차장,11215,10100,서울특별시 광진구 중곡동 195-1 중곡3동마을공원공영주차장,0,0,0,0,0,0,30000,20000,40000,127.084451,37.570147
867,4737285,중곡2차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 190-26 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078618,37.566512
868,4737287,254-26 노상주차장,11215,10100,서울특별시 광진구 중곡동 254-26,0,0,0,0,0,0,30000,20000,40000,127.07743,37.561731
869,4737293,255-19 노상주차장,11215,10100,서울특별시 광진구 중곡동 255-19,0,0,0,0,0,0,30000,20000,40000,127.078106,37.561683
870,4737294,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.07862,37.566421
871,4737297,245-37 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 245-37,0,0,0,0,0,0,30000,20000,40000,127.078539,37.562321
872,4737308,한국천주교중앙협의외앞노상주차장,11215,10100,서울특별시 광진구 중곡동 643-4 메리놀성당,0,0,0,0,0,0,30000,20000,40000,127.079377,37.559821
873,4738268,340-3 노상주차장,11215,10100,서울특별시 광진구 중곡동 340-3,0,0,0,0,0,0,30000,20000,40000,127.083724,37.561472
874,4738270,동방프라자앞노상주차장,11215,10100,서울특별시 광진구 중곡동 579-1 동방프라자,0,0,0,0,0,0,30000,20000,40000,127.080901,37.570626
875,4738278,167-13 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 167-13,0,0,0,0,0,0,30000,20000,40000,127.083807,37.566399
876,4738374,646-23 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 646-23,0,0,0,0,0,0,30000,20000,40000,127.079826,37.559132
877,4738712,106-22 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-22,0,0,0,0,0,0,30000,20000,40000,127.093681,37.556286
878,4738713,110-3 노상주차장,11215,10100,서울특별시 광진구 중곡동 110-3 에이씨연립,0,0,0,0,0,0,30000,20000,40000,127.092146,37.554941
879,4738814,242-41 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 242-41,0,0,0,0,0,0,30000,20000,40000,127.080611,37.56198
880,4738817,30-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 30-1 국립정신건강센터,0,0,0,0,0,0,30000,20000,40000,127.086013,37.565708
881,4754190,584-7 노상주차장,11215,10100,서울특별시 광진구 중곡동 584-7,0,0,0,0,0,0,30000,20000,40000,127.080654,37.570574
882,4754191,580-7 노상주차장,11215,10100,서울특별시 광진구 중곡동 580-7,0,0,0,0,0,0,30000,20000,40000,127.080861,37.571243
883,4754208,582-7 노상주차장,11215,10100,서울특별시 광진구 중곡동 582-7,0,0,0,0,0,0,30000,20000,40000,127.080895,37.571352
884,4754411,18-103 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 18-103,0,0,0,0,0,0,30000,20000,40000,127.087666,37.564122
885,4754529,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 99-3 대순진리회성동회관,10,500,0,0,0,0,30000,20000,40000,127.091513,37.556258
886,4754531,88-41 노상주차장,11215,10100,서울특별시 광진구 중곡동 88-41,0,0,0,0,0,0,30000,20000,40000,127.091347,37.556923
887,4754763,78-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 78-2,0,0,0,0,0,0,30000,20000,40000,127.088103,37.55892
888,4754764,78-8 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 78-8,0,0,0,0,0,0,30000,20000,40000,127.088352,37.558853
889,4754766,77-33 노상주차장,11215,10100,서울특별시 광진구 중곡동 77-33 광성빌딩,0,0,0,0,0,0,30000,20000,40000,127.089316,37.558865
890,4754767,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-40,5,200,0,0,0,0,0,0,0,127.084903,37.560919
891,4754769,293-5 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 293-5,0,0,0,0,0,0,30000,20000,40000,127.087833,37.568682
892,4754771,18-125 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 18-125,0,0,0,0,0,0,30000,20000,40000,127.088141,37.563841
893,4754772,18-109 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 18-109,0,0,0,0,0,0,30000,20000,40000,127.087567,37.564894
894,4754775,150-38 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 150-38,0,0,0,0,0,0,30000,20000,40000,127.088252,37.562978
895,4754778,126-23 노상주차장,11215,10100,서울특별시 광진구 중곡동 126-23 THE Arium,0,0,0,0,0,0,30000,20000,40000,127.087017,37.558146
896,4754779,126-68 노상주차장,11215,10100,서울특별시 광진구 중곡동 126-68,0,0,0,0,0,0,30000,20000,40000,127.086988,37.558366
897,4754780,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 40-8,5,200,0,0,0,0,100000,0,0,127.082607,37.562074
898,4754782,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-40,5,200,0,0,0,0,100000,0,0,127.083747,37.561636
899,4754798,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078818,37.566777
900,4754800,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.07877,37.566664
901,4754801,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078693,37.566558
902,4754803,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078536,37.566273
903,4754816,618-5 노상주차장,11215,10100,서울특별시 광진구 중곡동 618-5,0,0,0,0,0,0,30000,20000,40000,127.077159,37.56062
904,4754818,634-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 634-2,0,0,0,0,0,0,30000,20000,40000,127.07505,37.56008
905,4754819,259-26 노상주차장,11215,10100,서울특별시 광진구 중곡동 259-26,0,0,0,0,0,0,30000,20000,40000,127.080522,37.56133
906,4754821,646-24 노상주차장,11215,10100,서울특별시 광진구 중곡동 646-24,0,0,0,0,0,0,30000,20000,40000,127.080042,37.559594
907,4754823,169-56 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 169-56 로마네스크1,0,0,0,0,0,0,30000,20000,40000,127.083984,37.567837
908,4754824,170-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 170-2 제일아트빌,0,0,0,0,0,0,30000,20000,40000,127.083762,37.567684
909,4754826,170-5 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 170-5,0,0,0,0,0,0,30000,20000,40000,127.083649,37.567471
910,4754828,107-23 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-23,0,0,0,0,0,0,30000,20000,40000,127.092805,37.55636
911,4754836,106-10 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-10,0,0,0,0,0,0,30000,20000,40000,127.093652,37.556554
912,4754837,신성시장노상주차장,11215,10100,서울특별시 광진구 중곡동 81-2,0,0,0,0,0,0,30000,20000,40000,127.089196,37.557028
913,4754839,81-17 노상주차장,11215,10100,서울특별시 광진구 중곡동 81-17 원진주택,0,0,0,0,0,0,30000,20000,40000,127.089332,37.556452
914,4754841,욱현아파트앞노상주차장,11215,10100,서울특별시 광진구 중곡동 90-18 욱현아파트,0,0,0,0,0,0,30000,20000,40000,127.090738,37.555944
915,4754842,97-47 노상주차장,11215,10100,서울특별시 광진구 중곡동 97-47,0,0,0,0,0,0,30000,20000,40000,127.091161,37.554834
916,4754846,중곡복개천공영주차장B,11215,10100,서울특별시 광진구 중곡동 150-57,5,200,0,0,0,0,100000,0,0,127.085875,37.560288
917,4754848,중곡복개천공영주차장B,11215,10100,서울특별시 광진구 중곡동 150-212,5,200,0,0,0,0,100000,0,0,127.086217,37.560103
918,4754849,중곡복개천공영주차장B,11215,10100,서울특별시 광진구 중곡동 150-213,5,200,0,0,0,0,100000,0,0,127.086308,37.560067
919,4755026,106-22 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-22,0,0,0,0,0,0,30000,20000,40000,127.093682,37.556248
920,4755028,신성시장노상주차장,11215,10100,서울특별시 광진구 중곡동 81-2,0,0,0,0,0,0,30000,20000,40000,127.089166,37.557045
921,4755029,81-8 노상주차장,11215,10100,서울특별시 광진구 중곡동 81-8,0,0,0,0,0,0,30000,20000,40000,127.089677,37.556561
922,4755031,89-27 노상주차장,11215,10100,서울특별시 광진구 중곡동 89-27,0,0,0,0,0,0,30000,20000,40000,127.090636,37.555961
923,4755032,97-40 노상주차장,11215,10100,서울특별시 광진구 중곡동 97-40 엘지아트빌,0,0,0,0,0,0,30000,20000,40000,127.090959,37.555776
924,4755051,74-4 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-4,0,0,0,0,0,0,30000,20000,40000,127.094454,37.559557
925,4755052,74-4 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-4,0,0,0,0,0,0,30000,20000,40000,127.0945,37.559642
926,4755054,카페고은앞노상주차장,11215,10100,서울특별시 광진구 중곡동 74-1,0,0,0,0,0,0,30000,20000,40000,127.094684,37.559826
927,4755055,102-36 노상주차장,11215,10100,서울특별시 광진구 중곡동 102-36 준하우스,0,0,0,0,0,0,30000,20000,40000,127.093725,37.556966
928,4755057,70-22 노상주차장,11215,10100,서울특별시 광진구 중곡동 70-22,0,0,0,0,0,0,30000,20000,40000,127.093358,37.558922
929,4755102,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 38-18,5,200,0,0,0,0,100000,0,0,127.08412,37.561431
930,4755103,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 38-17,5,200,0,0,0,0,100000,0,0,127.084244,37.561352
931,4755116,163-17 노상주차장,11215,10100,서울특별시 광진구 중곡동 163-17,0,0,0,0,0,0,30000,20000,40000,127.081362,37.561975
932,4755119,134-16 노상주차장,11215,10100,서울특별시 광진구 중곡동 134-16,0,0,0,0,0,0,30000,20000,40000,127.085443,37.556448
933,4755121,117-27 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 117-27,0,0,0,0,0,0,30000,20000,40000,127.087541,37.55544
934,4755122,173-22 노상주차장,11215,10100,서울특별시 광진구 중곡동 173-22,0,0,0,0,0,0,30000,20000,40000,127.081708,37.56796
935,4755132,28-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 28-1,0,0,0,0,0,0,30000,20000,40000,127.086506,37.564348
936,4755134,28-25 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 28-25,0,0,0,0,0,0,30000,20000,40000,127.086156,37.564142
937,4755145,30-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 30-2,0,0,0,0,0,0,30000,20000,40000,127.086134,37.564089
938,4755147,170-10 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 170-10,0,0,0,0,0,0,30000,20000,40000,127.083492,37.56724
939,4755148,170-12 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 170-12,0,0,0,0,0,0,30000,20000,40000,127.083409,37.567095
940,4755152,167-23 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 167-23,0,0,0,0,0,0,30000,20000,40000,127.083929,37.566441
941,4755163,중곡복개천공영주차장B,11215,10100,서울특별시 광진구 중곡동 125-1,5,200,0,0,0,0,100000,0,0,127.086959,37.559698
942,4755359,30-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 30-1 국립정신건강센터,0,0,0,0,0,0,30000,20000,40000,127.085959,37.565752
943,4755377,72-31 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-31,0,0,0,0,0,0,30000,20000,40000,127.094532,37.559834
944,4755379,72-28 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-28,0,0,0,0,0,0,30000,20000,40000,127.094721,37.560006
945,4755381,72-25 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-25,0,0,0,0,0,0,30000,20000,40000,127.094921,37.56026
946,4755382,72-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-2,0,0,0,0,0,0,30000,20000,40000,127.095489,37.560573
947,4755384,72-11 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-11,0,0,0,0,0,0,30000,20000,40000,127.095656,37.560894
948,4755399,18-86 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 18-86,0,0,0,0,0,0,30000,20000,40000,127.087084,37.564963
949,4755401,18-149 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 18-149 풍경채,0,0,0,0,0,0,30000,20000,40000,127.087107,37.564706
950,4755402,18-79 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 18-79,0,0,0,0,0,0,30000,20000,40000,127.087144,37.564418
951,4755404,18-78 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 18-78,0,0,0,0,0,0,30000,20000,40000,127.087272,37.563911
952,4755407,150-28 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 150-28 초원빌라,0,0,0,0,0,0,30000,20000,40000,127.088346,37.562598
