일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),주소(지번)(lot_num_address),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),경도(longitude),위도(latitude)
1267,5522661,중곡1차아파트옆주차장,11215,10100,서울특별시 광진구 중곡동 267-4,0,0,0,0,0,0,30000,20000,40000,127.078666,37.566476
1268,5522677,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078415,37.566043
1269,5522678,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078412,37.566084
1270,5522679,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078429,37.566118
1271,5522709,중곡2차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 190-26 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078723,37.566709
1272,5522710,중곡2차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 190-26 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078699,37.566665
1273,5522711,중곡2차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 190-26 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078677,37.566629
1274,5522713,중곡2차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 190-26 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078771,37.566768
1275,5522715,중곡2차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 190-26 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078842,37.566912
1276,5522716,중곡2차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 190-26 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078824,37.566888
1277,5522718,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078848,37.566831
1278,5522719,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.07887,37.566889
1279,5522720,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078922,37.566926
1280,5522724,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078724,37.566622
1281,5522726,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.078802,37.566726
1282,5522731,267-3 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 267-3,0,0,0,0,0,0,30000,20000,40000,127.079533,37.567333
1283,5522732,267-3 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 267-3,0,0,0,0,0,0,30000,20000,40000,127.078976,37.56718
1284,5522734,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.07901,37.567119
1285,5522735,중곡1차아파트옆노상주차장,11215,10100,서울특별시 광진구 중곡동 191-77 중곡아파트,0,0,0,0,0,0,30000,20000,40000,127.079113,37.567279
1286,5522737,경지아리움앞노상주차장,11215,10100,서울특별시 광진구 중곡동 190-30 경지아리움,0,0,0,0,0,0,30000,20000,40000,127.079179,37.567551
1287,5522741,267-3 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 267-3,0,0,0,0,0,0,30000,20000,40000,127.080487,37.567015
1288,5522742,267-3 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 267-3,0,0,0,0,0,0,30000,20000,40000,127.080758,37.566923
1289,5522776,275-6 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 275-6,0,0,0,0,0,0,30000,20000,40000,127.083862,37.563713
1290,5523041,275-7 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 275-7,0,0,0,0,0,0,30000,20000,40000,127.085276,37.562619
1291,5523134,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 38-17,5,200,0,0,0,0,100000,0,0,127.084188,37.561391
1292,5523136,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-51,5,200,0,0,0,0,100000,0,0,127.083272,37.561933
1293,5523137,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-51,5,200,0,0,0,0,100000,0,0,127.083146,37.562007
1294,5523138,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-51,5,200,0,0,0,0,100000,0,0,127.083069,37.562055
1295,5523139,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-51,5,200,0,0,0,0,100000,0,0,127.082885,37.562143
1296,5523140,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-51,5,200,0,0,0,0,100000,0,0,127.082791,37.562195
1297,5523141,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-51,5,200,0,0,0,0,100000,0,0,127.082709,37.562268
1298,5523142,중곡복개천공영주차장,11215,10100,서울특별시 광진구 중곡동 39-51,5,200,0,0,0,0,100000,0,0,127.082595,37.562319
1299,5523180,중곡복개천공영주차장B,11215,10100,서울특별시 광진구 중곡동 340-2,0,0,0,0,0,0,30000,20000,40000,127.083656,37.561512
1300,5523181,340-3 노상주차장,11215,10100,서울특별시 광진구 중곡동 340-3,0,0,0,0,0,0,30000,20000,40000,127.083814,37.56142
1301,5523182,19-1 노상주차장,11215,10100,서울특별시 광진구 중곡동 19-1,0,0,0,0,0,0,30000,20000,40000,127.083974,37.561317
1302,5523184,44-19 노상주차장,11215,10100,서울특별시 광진구 중곡동 44-19,0,0,0,0,0,0,30000,20000,40000,127.084297,37.560821
1303,5523258,47-29 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 47-29,0,0,0,0,0,0,30000,20000,40000,127.082082,37.56049
1304,5523259,47-38 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 47-38,0,0,0,0,0,0,30000,20000,40000,127.081914,37.560174
1305,5523339,265-14 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 265-14,0,0,0,0,0,0,30000,20000,40000,127.082451,37.559938
1306,5523370,275-10 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 275-10,0,0,0,0,0,0,30000,20000,40000,127.083586,37.559533
1307,5523371,50-51 노상주차장,11215,10100,서울특별시 광진구 중곡동 50-51 뉴신아그린빌,0,0,0,0,0,0,30000,20000,40000,127.08336,37.559115
1308,5524879,150-405 노상주차장,11215,10100,서울특별시 광진구 중곡동 150-405,0,0,0,0,0,0,30000,20000,40000,127.088462,37.562414
1309,5524938,대순진리회앞노상주차장,11215,10100,서울특별시 광진구 중곡동 143-1 대순진리회,0,0,0,0,0,0,30000,20000,40000,127.09089,37.560183
1310,5524939,대순진리회앞노상주차장,11215,10100,서울특별시 광진구 중곡동 143-1 대순진리회,0,0,0,0,0,0,30000,20000,40000,127.09097,37.560146
1311,5525354,467-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 467-2,0,0,0,0,0,0,30000,20000,40000,127.089483,37.556479
1312,5525396,욱현아파트앞노상주차장,11215,10100,서울특별시 광진구 중곡동 90-18 욱현아파트,0,0,0,0,0,0,30000,20000,40000,127.090487,37.55619
1313,5525405,욱현아파트앞노상주차장,11215,10100,서울특별시 광진구 중곡동 90-18 욱현아파트,0,0,0,0,0,0,30000,20000,40000,127.089637,37.55669
1314,5525415,욱현아파트앞노상주차장,11215,10100,서울특별시 광진구 중곡동 90-18 욱현아파트,0,0,0,0,0,0,30000,20000,40000,127.089653,37.556764
1315,5525798,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 107-22,10,500,0,0,0,0,30000,20000,40000,127.092944,37.555219
1316,5525799,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 107-22,10,500,0,0,0,0,30000,20000,40000,127.09305,37.555134
1317,5525800,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 107-22,10,500,0,0,0,0,30000,20000,40000,127.092722,37.555388
1318,5525801,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 107-22,10,500,0,0,0,0,30000,20000,40000,127.092781,37.555331
1319,5525831,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 107-41,10,500,0,0,0,0,30000,20000,40000,127.092534,37.555488
1320,5525857,439-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 439-2,0,0,0,0,0,0,30000,20000,40000,127.092218,37.556758
1321,5525860,107-23 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-23,0,0,0,0,0,0,30000,20000,40000,127.092845,37.556407
1322,5525861,107-23 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-23,0,0,0,0,0,0,30000,20000,40000,127.092905,37.556432
1323,5525862,107-23 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-23,0,0,0,0,0,0,30000,20000,40000,127.092989,37.556446
1324,5525863,107-23 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-23,0,0,0,0,0,0,30000,20000,40000,127.093048,37.556461
1325,5525865,107-83 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-83,0,0,0,0,0,0,30000,20000,40000,127.093163,37.556464
1326,5525866,107-83 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-83,0,0,0,0,0,0,30000,20000,40000,127.093208,37.556469
1327,5525867,107-83 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-83,0,0,0,0,0,0,30000,20000,40000,127.093242,37.556493
1328,5525868,107-83 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-83,0,0,0,0,0,0,30000,20000,40000,127.093318,37.556475
1329,5525869,107-83 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-83,0,0,0,0,0,0,30000,20000,40000,127.093479,37.556517
1330,5525870,107-83 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 107-83,0,0,0,0,0,0,30000,20000,40000,127.093558,37.55653
1331,5526012,276-11 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 276-11,0,0,0,0,0,0,30000,20000,40000,127.087562,37.555355
1332,5526023,106-33 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-33,0,0,0,0,0,0,30000,20000,40000,127.09372,37.556464
1333,5526024,106-33 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-33,0,0,0,0,0,0,30000,20000,40000,127.093712,37.556403
1334,5526025,106-33 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-33,0,0,0,0,0,0,30000,20000,40000,127.093713,37.556353
1335,5526026,106-22 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-22,0,0,0,0,0,0,30000,20000,40000,127.093764,37.556165
1336,5526027,106-22 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-22,0,0,0,0,0,0,30000,20000,40000,127.09377,37.556073
1337,5526028,106-22 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 106-22,0,0,0,0,0,0,30000,20000,40000,127.093796,37.55598
1338,5526067,442-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 442-1,0,0,0,0,0,0,30000,20000,40000,127.093212,37.555723
1339,5526068,442-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 442-1,0,0,0,0,0,0,30000,20000,40000,127.093197,37.555811
1340,5526069,442-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 442-1,0,0,0,0,0,0,30000,20000,40000,127.093172,37.555896
1341,5526392,143-146 노상주차장,11215,10100,서울특별시 광진구 중곡동 143-146,0,0,0,0,0,0,30000,20000,40000,127.096106,37.56226
1342,5526394,143-146 노상주차장,11215,10100,서울특별시 광진구 중곡동 143-146,0,0,0,0,0,0,30000,20000,40000,127.096097,37.562154
1343,5526395,143-146 노상주차장,11215,10100,서울특별시 광진구 중곡동 143-146,0,0,0,0,0,0,30000,20000,40000,127.096047,37.562069
1344,5526396,143-146 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-146,0,0,0,0,0,0,30000,20000,40000,127.095991,37.561995
1345,5526412,72-64 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-64,0,0,0,0,0,0,30000,20000,40000,127.096023,37.561819
1346,5526413,72-64 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-64,0,0,0,0,0,0,30000,20000,40000,127.096071,37.561902
1347,5526414,72-64 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-64,0,0,0,0,0,0,30000,20000,40000,127.096104,37.56198
1348,5526415,72-68 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 72-68,0,0,0,0,0,0,30000,20000,40000,127.095939,37.561608
1349,5526417,72-71 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-71,0,0,0,0,0,0,30000,20000,40000,127.095916,37.56151
1350,5526418,72-71 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-71,0,0,0,0,0,0,30000,20000,40000,127.095936,37.561542
1351,5526420,143-130 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-130,0,0,0,0,0,0,30000,20000,40000,127.095808,37.561627
1352,5526421,143-130 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-130,0,0,0,0,0,0,30000,20000,40000,127.095806,37.561556
1353,5526422,143-130 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-130,0,0,0,0,0,0,30000,20000,40000,127.095757,37.561466
1354,5526423,143-130 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-130,0,0,0,0,0,0,30000,20000,40000,127.095739,37.561392
1355,5526424,143-130 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-130,0,0,0,0,0,0,30000,20000,40000,127.095725,37.561325
1356,5526425,143-130 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-130,0,0,0,0,0,0,30000,20000,40000,127.095735,37.561226
1357,5526426,143-130 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-130,0,0,0,0,0,0,30000,20000,40000,127.095717,37.561152
1358,5526427,143-130 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 143-130,0,0,0,0,0,0,30000,20000,40000,127.095673,37.5611
1359,5526428,72-72 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-72,0,0,0,0,0,0,30000,20000,40000,127.095872,37.561384
1360,5526429,72-72 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-72,0,0,0,0,0,0,30000,20000,40000,127.095903,37.561441
1361,5526431,72-62 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-62,0,0,0,0,0,0,30000,20000,40000,127.095867,37.561217
1362,5526432,72-62 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-62,0,0,0,0,0,0,30000,20000,40000,127.095888,37.561298
1363,5526433,435-1 노상주차장,11215,10100,서울특별시 광진구 중곡동 435-1,0,0,0,0,0,0,30000,20000,40000,127.095738,37.560796
1364,5526434,435-1 노상주차장,11215,10100,서울특별시 광진구 중곡동 435-1,0,0,0,0,0,0,30000,20000,40000,127.095727,37.560876
1365,5526435,435-1 노상주차장,11215,10100,서울특별시 광진구 중곡동 435-1,0,0,0,0,0,0,30000,20000,40000,127.095752,37.560929
1366,5526437,435-1 노상주차장,11215,10100,서울특별시 광진구 중곡동 435-1,0,0,0,0,0,0,30000,20000,40000,127.095679,37.560767
1367,5526441,435-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 435-1,0,0,0,0,0,0,30000,20000,40000,127.095657,37.560633
1368,5526442,435-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 435-1,0,0,0,0,0,0,30000,20000,40000,127.095683,37.560654
1369,5526443,435-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 435-1,0,0,0,0,0,0,30000,20000,40000,127.095697,37.560683
1370,5526461,72-11 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-11,0,0,0,0,0,0,30000,20000,40000,127.095614,37.560759
1371,5526462,72-11 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-11,0,0,0,0,0,0,30000,20000,40000,127.095576,37.560709
1372,5526463,72-11 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-11,0,0,0,0,0,0,30000,20000,40000,127.09555,37.560645
1373,5526464,72-11 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-11,0,0,0,0,0,0,30000,20000,40000,127.095508,37.560605
1374,5526465,73-1 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 73-1,0,0,0,0,0,0,30000,20000,40000,127.09551,37.560502
1375,5526466,73-1 노상주차장,11215,10100,서울특별시 광진구 중곡동 73-1,0,0,0,0,0,0,30000,20000,40000,127.095458,37.560453
1376,5526469,73-10 노상주차장,11215,10100,서울특별시 광진구 중곡동 73-10,0,0,0,0,0,0,30000,20000,40000,127.095328,37.560389
1377,5526470,73-15 노상주차장,11215,10100,서울특별시 광진구 중곡동 73-15 Bes. Feel,0,0,0,0,0,0,30000,20000,40000,127.095166,37.560265
1378,5526471,73-15 노상주차장,11215,10100,서울특별시 광진구 중곡동 73-15 Bes. Feel,0,0,0,0,0,0,30000,20000,40000,127.095197,37.560276
1379,5526472,73-15 노상주차장,11215,10100,서울특별시 광진구 중곡동 73-15 Bes. Feel,0,0,0,0,0,0,30000,20000,40000,127.095213,37.560288
1380,5526473,73-15 노상주차장,11215,10100,서울특별시 광진구 중곡동 73-15 Bes. Feel,0,0,0,0,0,0,30000,20000,40000,127.095236,37.5603
1381,5526474,73-15 노상주차장,11215,10100,서울특별시 광진구 중곡동 73-15 Bes. Feel,0,0,0,0,0,0,30000,20000,40000,127.095256,37.560315
1382,5526475,72-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-2,0,0,0,0,0,0,30000,20000,40000,127.095437,37.560563
1383,5526476,72-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-2,0,0,0,0,0,0,30000,20000,40000,127.095398,37.56053
1384,5526477,72-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-2,0,0,0,0,0,0,30000,20000,40000,127.095345,37.560511
1385,5526478,72-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-2,0,0,0,0,0,0,30000,20000,40000,127.095294,37.560482
1386,5526479,72-25 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-25,0,0,0,0,0,0,30000,20000,40000,127.094904,37.560244
1387,5526480,72-25 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-25,0,0,0,0,0,0,30000,20000,40000,127.094892,37.560222
1388,5526481,72-15 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-15,0,0,0,0,0,0,30000,20000,40000,127.095025,37.560308
1389,5526493,72-5 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-5,0,0,0,0,0,0,30000,20000,40000,127.09474,37.560067
1390,5526501,72-28 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-28,0,0,0,0,0,0,30000,20000,40000,127.094676,37.559977
1391,5526502,72-28 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-28,0,0,0,0,0,0,30000,20000,40000,127.094624,37.559931
1392,5526503,72-28 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-28,0,0,0,0,0,0,30000,20000,40000,127.094587,37.55989
1393,5526504,카페고은앞노상주차장,11215,10100,서울특별시 광진구 중곡동 74-1,0,0,0,0,0,0,30000,20000,40000,127.094724,37.559887
1394,5526505,카페고은앞노상주차장,11215,10100,서울특별시 광진구 중곡동 74-1,0,0,0,0,0,0,30000,20000,40000,127.094797,37.559952
1395,5526506,72-31 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-31,0,0,0,0,0,0,30000,20000,40000,127.094455,37.559697
1396,5526510,74-45 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-45,0,0,0,0,0,0,30000,20000,40000,127.094434,37.559492
1397,5526517,72-32 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-32,0,0,0,0,0,0,30000,20000,40000,127.094353,37.559556
1398,5526518,72-32 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-32,0,0,0,0,0,0,30000,20000,40000,127.094306,37.559492
1399,5526519,72-32 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-32,0,0,0,0,0,0,30000,20000,40000,127.094266,37.559434
1400,5526589,72-32 노상주차장,11215,10100,서울특별시 광진구 중곡동 72-32,0,0,0,0,0,0,30000,20000,40000,127.09419,37.559354
1401,5526622,438-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 438-2,0,0,0,0,0,0,30000,20000,40000,127.093967,37.559107
1402,5526629,438-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 438-2,0,0,0,0,0,0,30000,20000,40000,127.093929,37.559072
1403,5526630,438-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 438-2,0,0,0,0,0,0,30000,20000,40000,127.093887,37.559056
1404,5526631,438-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 438-2,0,0,0,0,0,0,30000,20000,40000,127.093843,37.559033
1405,5526635,70-16 노상주차장,11215,10100,서울특별시 광진구 중곡동 70-16,0,0,0,0,0,0,30000,20000,40000,127.093157,37.558911
1406,5526636,482-3 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 482-3,0,0,0,0,0,0,30000,20000,40000,127.093077,37.558903
1407,5526637,70-7 노상주차장,11215,10100,서울특별시 광진구 중곡동 70-7,0,0,0,0,0,0,30000,20000,40000,127.092776,37.558859
1408,5526669,75-33 노상주차장,11215,10100,서울특별시 광진구 중곡동 75-33,0,0,0,0,0,0,30000,20000,40000,127.092085,37.558626
1409,5526670,75-6 노상주차장,11215,10100,서울특별시 광진구 중곡동 75-6 용마빌라,0,0,0,0,0,0,30000,20000,40000,127.092639,37.558734
1410,5526673,75-18 노상주차장,11215,10100,서울특별시 광진구 중곡동 75-18 올리브벨리,0,0,0,0,0,0,30000,20000,40000,127.092486,37.55871
1411,5526674,75-18 노상주차장,11215,10100,서울특별시 광진구 중곡동 75-18 올리브벨리,0,0,0,0,0,0,30000,20000,40000,127.092542,37.558725
1412,5526697,74-32 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-32,0,0,0,0,0,0,30000,20000,40000,127.093407,37.55888
1413,5526698,74-32 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-32,0,0,0,0,0,0,30000,20000,40000,127.093514,37.558876
1414,5526707,74-56 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-56,0,0,0,0,0,0,30000,20000,40000,127.093743,37.558905
1415,5526708,74-9 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-9,0,0,0,0,0,0,30000,20000,40000,127.093848,37.558956
1416,5526709,74-9 노상주차장,11215,10100,서울특별시 광진구 중곡동 74-9,0,0,0,0,0,0,30000,20000,40000,127.093911,37.558989
1417,5526714,438-3 노상주차장,11215,10100,서울특별시 광진구 중곡동 438-3,0,0,0,0,0,0,30000,20000,40000,127.093989,37.559032
1418,5526716,437-6 노상주차장,11215,10100,서울특별시 광진구 중곡동 437-6,0,0,0,0,0,0,30000,20000,40000,127.094212,37.559206
1419,5526717,437-6 노상주차장,11215,10100,서울특별시 광진구 중곡동 437-6,0,0,0,0,0,0,30000,20000,40000,127.094253,37.559271
1420,5526718,437-6 노상주차장,11215,10100,서울특별시 광진구 중곡동 437-6,0,0,0,0,0,0,30000,20000,40000,127.094306,37.559331
1421,5526719,437-6 노상주차장,11215,10100,서울특별시 광진구 중곡동 437-6,0,0,0,0,0,0,30000,20000,40000,127.094359,37.559447
1422,5526965,440 노상주차장,11215,10100,서울특별시 광진구 중곡동 440,0,0,0,0,0,0,30000,20000,40000,127.091841,37.556012
1423,5526966,440 노상주차장,11215,10100,서울특별시 광진구 중곡동 440,0,0,0,0,0,0,30000,20000,40000,127.091905,37.555972
1424,5526973,440 노상주차장,11215,10100,서울특별시 광진구 중곡동 440,0,0,0,0,0,0,30000,20000,40000,127.091794,37.55696
1425,5526974,440 노상주차장,11215,10100,서울특별시 광진구 중곡동 440,0,0,0,0,0,0,30000,20000,40000,127.091658,37.556149
1426,5526987,440 노상주차장,11215,10100,서울특별시 광진구 중곡동 440,0,0,0,0,0,0,30000,20000,40000,127.091731,37.556093
1427,5526989,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 99-3 대순진리회성동회관,10,500,0,0,0,0,30000,20000,40000,127.09099,37.556609
1428,5526990,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 99-3 대순진리회성동회관,10,500,0,0,0,0,30000,20000,40000,127.091158,37.55651
1429,5527325,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 99-3 대순진리회성동회관,10,500,0,0,0,0,30000,20000,40000,127.09235,37.557251
1430,5527341,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 99-3 대순진리회성동회관,10,500,0,0,0,0,30000,20000,40000,127.092391,37.557313
1431,5527343,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 99-3 대순진리회성동회관,10,500,0,0,0,0,30000,20000,40000,127.092278,37.557196
1432,5527348,88-41 노상주차장,11215,10100,서울특별시 광진구 중곡동 88-41,0,0,0,0,0,0,30000,20000,40000,127.091294,37.556961
1433,5527349,88-41 노상주차장,11215,10100,서울특별시 광진구 중곡동 88-41,0,0,0,0,0,0,30000,20000,40000,127.09121,37.557014
1434,5527350,88-41 노상주차장,11215,10100,서울특별시 광진구 중곡동 88-41,0,0,0,0,0,0,30000,20000,40000,127.091371,37.556975
1435,5527351,88-41 노상주차장,11215,10100,서울특별시 광진구 중곡동 88-41,0,0,0,0,0,0,30000,20000,40000,127.091148,37.557158
1436,5527361,88-41 노상주차장,11215,10100,서울특별시 광진구 중곡동 88-41,0,0,0,0,0,0,30000,20000,40000,127.090952,37.55726
1437,5527505,78-2 노상주차장,11215,10100,서울특별시 광진구 중곡동 78-2,0,0,0,0,0,0,30000,20000,40000,127.088204,37.558877
1438,5527506,78-8 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 78-8,0,0,0,0,0,0,30000,20000,40000,127.088508,37.559805
1439,5527507,78-8 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 78-8,0,0,0,0,0,0,30000,20000,40000,127.088492,37.55884
1440,5527509,482-4 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 482-4,0,0,0,0,0,0,30000,20000,40000,127.088584,37.558825
1441,5527514,452-2 거주자우선주차장,11215,10100,서울특별시 광진구 중곡동 452-2,0,0,0,0,0,0,30000,20000,40000,127.089478,37.558311
1442,5527516,84-12 노상주차장,11215,10100,서울특별시 광진구 중곡동 84-12,0,0,0,0,0,0,30000,20000,40000,127.090189,37.557814
1443,5527518,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 83-6,10,500,0,0,0,0,30000,20000,40000,127.089691,37.55757
1444,5527519,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 83-6,10,500,0,0,0,0,30000,20000,40000,127.089734,37.557472
1445,5527520,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 83-6,10,500,0,0,0,0,30000,20000,40000,127.089846,37.557434
1446,5527521,신성시장길공영노상주차장,11215,10100,서울특별시 광진구 중곡동 83-6,10,500,0,0,0,0,30000,20000,40000,127.089927,37.557353
