"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),합계,합계,합계,합계,합계,개인사업체,개인사업체,회사법인,회사법인,회사이외의 법인,회사이외의 법인,비법인단체,비법인단체
"동별(1)",동별(2),동별(3),사업체수,사업체수,종사자수,종사자수,종사자수,사업체수,종사자수,사업체수,종사자수,사업체수,종사자수,사업체수,종사자수
"동별(1)",동별(2),동별(3),사업체수,여성대표자,소계,남,여,소계,소계,소계,소계,소계,소계,소계,소계
"합계",양천구,목1동,3862,1580,23811,11833,11978,2650,7079,1055,13856,129,2696,28,180
"합계",양천구,목2동,1985,766,5297,2773,2524,1711,2848,191,1563,53,626,30,260
"합계",양천구,목3동,1931,812,5170,2462,2708,1688,2854,160,1474,47,418,36,424
"합계",양천구,목4동,1997,836,4562,2228,2334,1738,2960,163,923,58,393,38,286
"합계",양천구,신월1동,2238,847,5875,3382,2493,2000,3445,140,1552,47,462,51,416
"합계",양천구,신월2동,1622,544,4847,3006,1841,1391,2250,142,1776,51,511,38,310
"합계",양천구,신월3동,1462,408,5259,2963,2296,1243,2037,141,1634,50,1239,28,349
"합계",양천구,신월4동,1605,511,3977,2219,1758,1420,2325,94,928,47,331,44,393
"합계",양천구,신월5동,1316,455,4437,2654,1783,1142,2241,101,1463,47,580,26,153
"합계",양천구,신월6동,2061,415,3735,2431,1304,1920,2462,90,799,37,303,14,171
"합계",양천구,신월7동,1777,581,5684,3736,1948,1534,2388,131,1796,65,1073,47,427
"합계",양천구,신정1동,1582,700,6150,3229,2921,1358,2461,139,1714,59,1733,26,242
"합계",양천구,신정2동,1560,656,4330,1904,2426,1344,2517,139,887,47,674,30,252
"합계",양천구,신정3동,3433,1050,10739,6290,4449,2947,4634,323,3538,106,1942,57,625
