일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),산구분(land_registered),공유주차장구분(shared_parkinglot),번지(beonji),호(ho),주소(지번)(lot_num_address),새주소-도로명(road_nm_address),새주소-건물번호(bld_num),소유주체(possessor),급지(pl_grade),유무료(pl_fee),평일시작시간(pl_weekday_start_time),평일종료시간(pl_weekday_end_time),토요일시작시간(pl_sat_start_time),토요일종료시간(pl_sat_end_time),공휴일시작시간(pl_holiday_start_time),공휴일종료시간(pl_holiday_end_time),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),주차요금지불방식(pl_payment_option),부제시행(bool_not_driving_system),운영방식(operation_type),구간번호(section),구획번호(parcel),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),거주자-평일시작시간(resident_weekday_start_time),거주자-평일종료시간(resident_weekday_end_time),거주자-토요일시작시간(resident_sat_start_time),거주자-토요일종료시간(resident_sat_end_time),거주자-휴일시작시간(resident_holiday_start_time),거주자-휴일종료시간(resident_holiday_end_time),할인정책-장애인(pl_discount_disabled),할인정책-경차(pl_discount_compact),할인정책-다자녀가정(두자녀)(pl_discount_2children),할인정책-다자녀가정(세자녀)(pl_discount_3children),할인정책-국가유공자(pl_discount_person_merit),할인정책-10부제참여차량(pl_discount_ten_part_system),할인정책-요일제차량(pl_discount_weekdayly),할인정책-기타할인율(pl_discount_other_percent),할인정책-기타대상(pl_discount_other_target),그룹관리번호(managing_group_no),경도(longitude),위도(latitude),구축기준일(final_end_dt)
1356,5526425,143-130 거주자우선주차장,11215,10100,임야도 등록,,143,130,서울특별시 광진구 중곡동 143-130,긴고랑로,203-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,340,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.095735 ,37.561226 ,2022-11-25
1357,5526426,143-130 거주자우선주차장,11215,10100,임야도 등록,,143,130,서울특별시 광진구 중곡동 143-130,긴고랑로,205-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,341,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.095717 ,37.561152 ,2022-11-25
1358,5526427,143-130 거주자우선주차장,11215,10100,임야도 등록,,143,130,서울특별시 광진구 중곡동 143-130,긴고랑로,205-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,342,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.095673 ,37.561100 ,2022-11-25
1359,5526428,72-72 노상주차장,11215,10100,임야도 등록,,72,72,서울특별시 광진구 중곡동 72-72,긴고랑로,205-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,320,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095872 ,37.561384 ,2022-11-25
1360,5526429,72-72 노상주차장,11215,10100,임야도 등록,,72,72,서울특별시 광진구 중곡동 72-72,긴고랑로,205-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,321,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095903 ,37.561441 ,2022-11-25
1361,5526431,72-62 노상주차장,11215,10100,임야도 등록,,72,62,서울특별시 광진구 중곡동 72-62,긴고랑로,201-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,316,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095867 ,37.561217 ,2022-11-25
1362,5526432,72-62 노상주차장,11215,10100,임야도 등록,,72,62,서울특별시 광진구 중곡동 72-62,긴고랑로,201-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,317,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095888 ,37.561298 ,2022-11-25
1363,5526433,435-1 노상주차장,11215,10100,임야도 등록,,435,1,서울특별시 광진구 중곡동 435-1,긴고랑로,198-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,312,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095738 ,37.560796 ,2022-11-25
1364,5526434,435-1 노상주차장,11215,10100,임야도 등록,,435,1,서울특별시 광진구 중곡동 435-1,긴고랑로,198-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,313,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095727 ,37.560876 ,2022-11-25
1365,5526435,435-1 노상주차장,11215,10100,임야도 등록,,435,1,서울특별시 광진구 중곡동 435-1,긴고랑로,198-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,314,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095752 ,37.560929 ,2022-11-25
1366,5526437,435-1 노상주차장,11215,10100,임야도 등록,,435,1,서울특별시 광진구 중곡동 435-1,긴고랑로,198-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,311,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095679 ,37.560767 ,2022-11-25
1367,5526441,435-1 거주자우선주차장,11215,10100,임야도 등록,,435,1,서울특별시 광진구 중곡동 435-1,긴고랑로,198-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,307,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095657 ,37.560633 ,2022-11-25
1368,5526442,435-1 거주자우선주차장,11215,10100,임야도 등록,,435,1,서울특별시 광진구 중곡동 435-1,긴고랑로,198-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,308,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095683 ,37.560654 ,2022-11-25
1369,5526443,435-1 거주자우선주차장,11215,10100,임야도 등록,,435,1,서울특별시 광진구 중곡동 435-1,긴고랑로,198-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,309,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095697 ,37.560683 ,2022-11-25
1370,5526461,72-11 노상주차장,11215,10100,임야도 등록,,72,11,서울특별시 광진구 중곡동 72-11,긴고랑로,195-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,349,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095614,37.560759,2022-11-25
1371,5526462,72-11 노상주차장,11215,10100,임야도 등록,,72,11,서울특별시 광진구 중곡동 72-11,긴고랑로,195-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,350,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095576 ,37.560709 ,2022-11-25
1372,5526463,72-11 노상주차장,11215,10100,임야도 등록,,72,11,서울특별시 광진구 중곡동 72-11,긴고랑로,195-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,351,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095550 ,37.560645 ,2022-11-25
1373,5526464,72-11 노상주차장,11215,10100,임야도 등록,,72,11,서울특별시 광진구 중곡동 72-11,긴고랑로,195-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,352,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095508 ,37.560605 ,2022-11-25
1374,5526465,73-1 거주자우선주차장,11215,10100,임야도 등록,,73,1,서울특별시 광진구 중곡동 73-1,긴고랑로46길,15-11,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,304,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095510 ,37.560502 ,2022-11-25
1375,5526466,73-1 노상주차장,11215,10100,임야도 등록,,73,1,서울특별시 광진구 중곡동 73-1,긴고랑로46길,15-11,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,302,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095458 ,37.560453 ,2022-11-25
1376,5526469,73-10 노상주차장,11215,10100,임야도 등록,,73,10,서울특별시 광진구 중곡동 73-10,긴고랑로,194-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,299,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095328 ,37.560389 ,2022-11-25
1377,5526470,73-15 노상주차장,11215,10100,임야도 등록,,73,15,서울특별시 광진구 중곡동 73-15 Bes. Feel,긴고랑로46길,3-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,292,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095166 ,37.560265 ,2022-11-25
1378,5526471,73-15 노상주차장,11215,10100,임야도 등록,,73,15,서울특별시 광진구 중곡동 73-15 Bes. Feel,긴고랑로46길,3-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,293,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095197 ,37.560276 ,2022-11-25
1379,5526472,73-15 노상주차장,11215,10100,임야도 등록,,73,15,서울특별시 광진구 중곡동 73-15 Bes. Feel,긴고랑로46길,3-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,294,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095213 ,37.560288 ,2022-11-25
1380,5526473,73-15 노상주차장,11215,10100,임야도 등록,,73,15,서울특별시 광진구 중곡동 73-15 Bes. Feel,긴고랑로46길,3-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,295,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095236 ,37.560300 ,2022-11-25
1381,5526474,73-15 노상주차장,11215,10100,임야도 등록,,73,15,서울특별시 광진구 중곡동 73-15 Bes. Feel,긴고랑로46길,3-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,296,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095256 ,37.560315 ,2022-11-25
1382,5526475,72-2 노상주차장,11215,10100,임야도 등록,,72,2,서울특별시 광진구 중곡동 72-2,긴고랑로45길,20-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,354,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095437 ,37.560563 ,2022-11-25
1383,5526476,72-2 노상주차장,11215,10100,임야도 등록,,72,2,서울특별시 광진구 중곡동 72-2,긴고랑로45길,20-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,355,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095398 ,37.560530 ,2022-11-25
1384,5526477,72-2 노상주차장,11215,10100,임야도 등록,,72,2,서울특별시 광진구 중곡동 72-2,긴고랑로45길,20-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,356,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095345 ,37.560511 ,2022-11-25
1385,5526478,72-2 노상주차장,11215,10100,임야도 등록,,72,2,서울특별시 광진구 중곡동 72-2,긴고랑로45길,20-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,357,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095294 ,37.560482 ,2022-11-25
1386,5526479,72-25 노상주차장,11215,10100,임야도 등록,,72,25,서울특별시 광진구 중곡동 72-25,긴고랑로,189-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,361,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094904 ,37.560244 ,2022-11-25
1387,5526480,72-25 노상주차장,11215,10100,임야도 등록,,72,25,서울특별시 광진구 중곡동 72-25,긴고랑로,189-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,362,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094892 ,37.560222 ,2022-11-25
1388,5526481,72-15 노상주차장,11215,10100,임야도 등록,,72,15,서울특별시 광진구 중곡동 72-15,긴고랑로,189-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,359,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.095025 ,37.560308 ,2022-11-25
1389,5526493,72-5 노상주차장,11215,10100,임야도 등록,,72,5,서울특별시 광진구 중곡동 72-5,긴고랑로,185-2,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,367,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094740 ,37.560067 ,2022-11-25
1390,5526501,72-28 노상주차장,11215,10100,임야도 등록,,72,28,서울특별시 광진구 중곡동 72-28,긴고랑로,185-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,369,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094676 ,37.559977 ,2022-11-25
1391,5526502,72-28 노상주차장,11215,10100,임야도 등록,,72,28,서울특별시 광진구 중곡동 72-28,긴고랑로,185-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,370,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094624 ,37.559931 ,2022-11-25
1392,5526503,72-28 노상주차장,11215,10100,임야도 등록,,72,28,서울특별시 광진구 중곡동 72-28,긴고랑로,185-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,371,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094587 ,37.559890 ,2022-11-25
1393,5526504,카페고은앞노상주차장,11215,10100,임야도 등록,,74,1,서울특별시 광진구 중곡동 74-1,긴고랑로44길,4-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,287,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094724 ,37.559887 ,2022-11-25
1394,5526505,카페고은앞노상주차장,11215,10100,임야도 등록,,74,1,서울특별시 광진구 중곡동 74-1,긴고랑로44길,4-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,288,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094797 ,37.559952 ,2022-11-25
1395,5526506,72-31 노상주차장,11215,10100,임야도 등록,,72,31,서울특별시 광진구 중곡동 72-31,긴고랑로,181-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,373,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094455 ,37.559697 ,2022-11-25
1396,5526510,74-45 노상주차장,11215,10100,임야도 등록,,74,45,서울특별시 광진구 중곡동 74-45,긴고랑로,178-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,284,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094434 ,37.559492 ,2022-11-25
1397,5526517,72-32 노상주차장,11215,10100,임야도 등록,,72,32,서울특별시 광진구 중곡동 72-32,긴고랑로,181-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,375,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094353 ,37.559556 ,2022-11-25
1398,5526518,72-32 노상주차장,11215,10100,임야도 등록,,72,32,서울특별시 광진구 중곡동 72-32,긴고랑로,181-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,376,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094306 ,37.559492 ,2022-11-25
1399,5526519,72-32 노상주차장,11215,10100,임야도 등록,,72,32,서울특별시 광진구 중곡동 72-32,긴고랑로,181-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,380,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094266,37.559434,2022-11-25
1400,5526589,72-32 노상주차장,11215,10100,임야도 등록,,72,32,서울특별시 광진구 중곡동 72-32,긴고랑로,181-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,381,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094190 ,37.559354 ,2022-11-25
1401,5526622,438-2 거주자우선주차장,11215,10100,임야도 등록,,438,2,서울특별시 광진구 중곡동 438-2,긴고랑로,151-1,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,384,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.093967,37.559107,2022-11-25
1402,5526629,438-2 거주자우선주차장,11215,10100,임야도 등록,,438,2,서울특별시 광진구 중곡동 438-2,긴고랑로,153-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,385,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.093929 ,37.559072 ,2022-11-25
1403,5526630,438-2 거주자우선주차장,11215,10100,임야도 등록,,438,2,서울특별시 광진구 중곡동 438-2,긴고랑로,155-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,386,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.093887 ,37.559056 ,2022-11-25
1404,5526631,438-2 거주자우선주차장,11215,10100,임야도 등록,,438,2,서울특별시 광진구 중곡동 438-2,긴고랑로,155-1,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,387,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.093843 ,37.559033 ,2022-11-25
1405,5526635,70-16 노상주차장,11215,10100,임야도 등록,,70,16,서울특별시 광진구 중곡동 70-16,긴고랑로,167-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,393,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093157 ,37.558911 ,2022-11-25
1406,5526636,482-3 거주자우선주차장,11215,10100,임야도 등록,,482,3,서울특별시 광진구 중곡동 482-3,긴고랑로,163-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,394-1,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.093077,37.558903,2022-11-25
1407,5526637,70-7 노상주차장,11215,10100,임야도 등록,,70,7,서울특별시 광진구 중곡동 70-7,긴고랑로,161-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,396,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.092776 ,37.558859 ,2022-11-25
1408,5526669,75-33 노상주차장,11215,10100,임야도 등록,,75,33,서울특별시 광진구 중곡동 75-33,긴고랑로,154-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,256,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.092085 ,37.558626 ,2022-11-25
1409,5526670,75-6 노상주차장,11215,10100,임야도 등록,,75,6,서울특별시 광진구 중곡동 75-6 용마빌라,긴고랑로,162-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,265,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.092639 ,37.558734 ,2022-11-25
1410,5526673,75-18 노상주차장,11215,10100,임야도 등록,,75,18,서울특별시 광진구 중곡동 75-18 올리브벨리,긴고랑로,158-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,262,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.092486 ,37.558710 ,2022-11-25
1411,5526674,75-18 노상주차장,11215,10100,임야도 등록,,75,18,서울특별시 광진구 중곡동 75-18 올리브벨리,긴고랑로,158-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,263,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.092542 ,37.558725 ,2022-11-25
1412,5526697,74-32 노상주차장,11215,10100,임야도 등록,,74,32,서울특별시 광진구 중곡동 74-32,긴고랑로,166-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,268,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093407 ,37.558880 ,2022-11-25
1413,5526698,74-32 노상주차장,11215,10100,임야도 등록,,74,32,서울특별시 광진구 중곡동 74-32,긴고랑로,166-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,269,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093514 ,37.558876 ,2022-11-25
1414,5526707,74-56 노상주차장,11215,10100,임야도 등록,,74,56,서울특별시 광진구 중곡동 74-56,긴고랑로,168-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,273,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093743 ,37.558905 ,2022-11-25
1415,5526708,74-9 노상주차장,11215,10100,임야도 등록,,74,9,서울특별시 광진구 중곡동 74-9,긴고랑로,170-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,275,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093848 ,37.558956 ,2022-11-25
1416,5526709,74-9 노상주차장,11215,10100,임야도 등록,,74,9,서울특별시 광진구 중곡동 74-9,긴고랑로,170-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,276,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093911 ,37.558989 ,2022-11-25
1417,5526714,438-3 노상주차장,11215,10100,임야도 등록,,438,3,서울특별시 광진구 중곡동 438-3,긴고랑로,172-1,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,278,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.093989,37.559032,2022-11-25
1418,5526716,437-6 노상주차장,11215,10100,임야도 등록,,437,6,서울특별시 광진구 중곡동 437-6,긴고랑로,174-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,280,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.094212,37.559206,2022-11-25
1419,5526717,437-6 노상주차장,11215,10100,임야도 등록,,437,6,서울특별시 광진구 중곡동 437-6,긴고랑로,176-,0,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,시간제주차장,없음,281,30000,20000,40000,0000,0000,0000,0000,0000,0000,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,1121510100040,127.094253 ,37.559271 ,2022-11-25
